,pk_cid,propensity_score,propensity_segment
278374,1366940,0.0001690988,Low
278375,1366942,1.9271976e-05,Low
278376,1366943,1.0478484e-05,Low
278377,1366944,8.8375105e-05,Low
278378,1366946,2.6430385e-05,Low
278379,1366947,4.584974e-05,Low
278380,1366949,7.080011e-05,Low
278381,1366950,4.3739416e-05,Low
278382,1366952,0.00021609812,Low
278383,1366954,0.00010856999,Low
278384,1366956,8.202001e-05,Low
278385,1366958,0.00012107999,Low
278386,1366959,8.23981e-05,Low
278387,1366960,0.00016953195,Low
278388,1366962,8.743177e-05,Low
278389,1366964,4.5168348e-05,Low
278390,1366965,1.8783947e-05,Low
278391,1366968,2.3806824e-05,Low
278392,1366969,7.107692e-05,Low
278393,1366970,1.0847394e-05,Low
278394,1366972,4.4334603e-05,Low
278395,1366974,8.5173655e-05,Low
278396,1366975,0.00011339224,Low
278397,1366980,0.00028030557,Low
278398,1366981,7.848712e-05,Low
278399,1366982,7.876942e-05,Low
278400,1366983,2.5790236e-05,Low
278401,1366984,0.00012699362,Low
278402,1366985,0.00011215868,Low
278403,1366986,2.0100479e-05,Low
278404,1366987,0.00028189644,Low
278405,1366990,4.024823e-05,Low
278406,1366992,9.519537e-06,Low
278407,1366993,1.4738954e-05,Low
278408,1366994,3.040932e-05,Low
278409,1366996,4.6007288e-05,Low
278410,1366997,8.367921e-05,Low
278411,1366999,8.06164e-05,Low
278412,1367000,3.024441e-05,Low
278413,1367005,2.4237519e-05,Low
278414,1367006,8.355793e-05,Low
278415,1367007,0.00012110309,Low
278416,1367008,2.4274901e-05,Low
278417,1367009,3.6422225e-05,Low
278418,1367010,8.8140136e-05,Low
278419,1367011,1.2630027e-05,Low
278420,1367012,0.00013223753,Low
278421,1367013,0.00015844831,Low
278422,1367015,0.00020378748,Low
278423,1367016,6.301731e-05,Low
278424,1367018,1.7326734e-05,Low
278425,1367019,0.00022066062,Low
278426,1367021,0.00016059696,Low
278427,1367022,8.7611625e-05,Low
278428,1367023,6.24562e-05,Low
278429,1367025,0.00010511045,Low
278430,1367027,3.662913e-05,Low
278431,1367029,0.00013343795,Low
278432,1367030,7.739951e-05,Low
278433,1367032,0.00018116832,Low
278434,1367033,0.0003264893,Low
278435,1367034,1.0556026e-05,Low
278436,1367035,6.389735e-05,Low
278437,1367036,4.7004985e-05,Low
278438,1367037,0.00010801927,Low
278439,1367039,0.0002053103,Low
278440,1367041,0.0001547191,Low
278441,1367043,0.00020542779,Low
278442,1367044,0.00015323826,Low
278443,1367049,0.0005289526,Low
278444,1367050,8.205997e-06,Low
278445,1367052,2.6997428e-05,Low
278446,1367053,2.8677456e-05,Low
278447,1367054,6.462178e-05,Low
278448,1367055,0.00019799646,Low
278449,1367058,5.8924605e-05,Low
278450,1367059,3.7199974e-05,Low
278451,1367060,5.256207e-05,Low
278452,1367061,1.0392579e-05,Low
278453,1367062,8.801121e-05,Low
278454,1367063,0.00015233486,Low
278455,1367064,0.00018533916,Low
278456,1367065,0.000105021594,Low
278457,1367066,2.6743459e-05,Low
278458,1367067,0.00012155614,Low
278459,1367068,3.2515218e-05,Low
278460,1367069,0.00010606858,Low
278461,1367071,0.00018039142,Low
278462,1367072,6.1656836e-05,Low
278463,1367073,0.0001925164,Low
278464,1367074,0.00021537243,Low
278465,1367075,0.00022036921,Low
278466,1367076,7.8322715e-05,Low
278467,1367077,3.7568316e-05,Low
278468,1367079,0.00016954746,Low
278469,1367080,2.7829938e-05,Low
278470,1367085,5.688469e-05,Low
278471,1367087,2.5546942e-05,Low
278472,1367090,2.3011271e-05,Low
278473,1367091,3.3011307e-05,Low
278474,1367092,1.9247293e-05,Low
278475,1367093,4.579949e-05,Low
278476,1367094,1.4956656e-05,Low
278477,1367095,1.2177976e-05,Low
278478,1367096,1.4164754e-05,Low
278479,1367097,5.56977e-06,Low
278480,1367098,7.476384e-06,Low
278481,1367099,1.3458206e-05,Low
278482,1367100,6.7150804e-06,Low
278483,1367101,1.5122037e-05,Low
278484,1367102,1.1116274e-05,Low
278485,1367103,2.3671377e-05,Low
278486,1367104,6.590609e-06,Low
278487,1367105,9.031421e-06,Low
278488,1367106,3.041877e-05,Low
278489,1367107,2.0605179e-05,Low
278490,1367109,6.260113e-06,Low
278491,1367110,1.0516065e-05,Low
278492,1367111,9.211391e-06,Low
278493,1367112,1.1974665e-05,Low
278494,1367113,1.8846227e-05,Low
278495,1367115,1.1173274e-05,Low
278496,1367117,1.537254e-05,Low
278497,1367118,1.1401265e-05,Low
278498,1367119,5.988781e-06,Low
278499,1367120,9.359671e-06,Low
278500,1367121,1.604682e-05,Low
278501,1367122,1.6159649e-05,Low
278502,1367123,5.5063774e-06,Low
278503,1367125,8.5737964e-05,Low
278504,1367127,1.4856449e-05,Low
278505,1367129,7.515315e-06,Low
278506,1367130,1.2149833e-05,Low
278507,1367131,3.4548717e-05,Low
278508,1367133,2.2608787e-05,Low
278509,1367135,5.4648342e-05,Low
278510,1367136,1.8783947e-05,Low
278511,1367137,4.0421477e-05,Low
278512,1367138,9.387445e-06,Low
278513,1367139,6.906583e-05,Low
278514,1367140,7.406624e-06,Low
278515,1367141,6.7834035e-06,Low
278516,1367142,1.7195507e-05,Low
278517,1367144,9.477181e-06,Low
278518,1367145,4.420074e-05,Low
278519,1367146,1.7697947e-05,Low
278520,1367147,8.8785655e-06,Low
278521,1367148,1.0068188e-05,Low
278522,1367149,0.00014172304,Low
278523,1367151,9.100301e-06,Low
278524,1367152,1.981569e-05,Low
278525,1367153,6.861315e-06,Low
278526,1367154,0.00012390027,Low
278527,1367155,1.5202736e-05,Low
278528,1367156,1.1312389e-05,Low
278529,1367157,1.3900142e-05,Low
278530,1367158,0.00014836663,Low
278531,1367159,4.341213e-05,Low
278532,1367161,5.515059e-06,Low
278533,1367162,8.675749e-06,Low
278534,1367163,9.574202e-05,Low
278535,1367164,4.682102e-05,Low
278536,1367165,1.012691e-05,Low
278537,1367166,2.250257e-05,Low
278538,1367168,6.474932e-06,Low
278539,1367169,1.6660077e-05,Low
278540,1367171,6.7236347e-06,Low
278541,1367172,1.14759005e-05,Low
278542,1367173,1.4877986e-05,Low
278543,1367176,1.4877986e-05,Low
278544,1367177,1.0069437e-05,Low
278545,1367178,6.892184e-06,Low
278546,1367179,1.131663e-05,Low
278547,1367180,2.7231566e-05,Low
278548,1367181,6.6047664e-06,Low
278549,1367182,0.00017180483,Low
278550,1367183,5.3383183e-06,Low
278551,1367185,6.872407e-05,Low
278552,1367187,9.250849e-06,Low
278553,1367188,4.1067246e-06,Low
278554,1367189,7.989775e-06,Low
278555,1367191,9.680916e-06,Low
278556,1367192,0.00012333046,Low
278557,1367193,7.5213807e-06,Low
278558,1367194,1.5912337e-05,Low
278559,1367195,8.217949e-06,Low
278560,1367196,1.7709122e-05,Low
278561,1367198,1.6080032e-05,Low
278562,1367199,1.15196835e-05,Low
278563,1367200,2.2168566e-05,Low
278564,1367201,1.61732e-05,Low
278565,1367202,2.2176917e-05,Low
278566,1367203,5.055406e-06,Low
278567,1367204,1.7370015e-05,Low
278568,1367205,2.7514403e-05,Low
278569,1367206,1.15196835e-05,Low
278570,1367207,1.5397745e-05,Low
278571,1367208,1.951976e-05,Low
278572,1367209,0.00012802883,Low
278573,1367210,3.1091506e-05,Low
278574,1367211,1.3812374e-05,Low
278575,1367212,0.0001354819,Low
278576,1367213,1.217765e-05,Low
278577,1367214,1.985638e-05,Low
278578,1367215,9.263226e-06,Low
278579,1367217,1.070305e-05,Low
278580,1367218,9.627384e-05,Low
278581,1367220,1.1667817e-05,Low
278582,1367221,3.588261e-05,Low
278583,1367222,0.00019855455,Low
278584,1367223,5.58141e-06,Low
278585,1367224,3.8334252e-05,Low
278586,1367225,1.4658171e-05,Low
278587,1367226,2.0750907e-05,Low
278588,1367228,1.3923745e-05,Low
278589,1367229,9.392639e-06,Low
278590,1367230,2.5608093e-05,Low
278591,1367232,1.6692871e-05,Low
278592,1367233,1.8224675e-05,Low
278593,1367234,7.274139e-05,Low
278594,1367235,8.473848e-06,Low
278595,1367236,0.00012662457,Low
278596,1367237,0.00015452979,Low
278597,1367240,0.00023712355,Low
278598,1367242,3.367872e-05,Low
278599,1367243,2.162516e-05,Low
278600,1367244,9.904188e-06,Low
278601,1367245,3.3423046e-05,Low
278602,1367246,0.00022495666,Low
278603,1367247,0.000110493005,Low
278604,1367248,0.00033810284,Low
278605,1367250,3.404059e-05,Low
278606,1367252,2.8294398e-05,Low
278607,1367255,0.00015675918,Low
278608,1367256,0.00015200317,Low
278609,1367257,1.3676868e-05,Low
278610,1367258,1.9600922e-05,Low
278611,1367260,8.113621e-05,Low
278612,1367262,6.0383227e-05,Low
278613,1367263,3.0594725e-05,Low
278614,1367264,1.9516838e-05,Low
278615,1367266,3.559157e-05,Low
278616,1367268,1.7641445e-05,Low
278617,1367269,0.00014125084,Low
278618,1367270,1.01729265e-05,Low
278619,1367271,9.835618e-06,Low
278620,1367272,5.8599685e-06,Low
278621,1367273,3.8774233e-05,Low
278622,1367274,2.0999112e-05,Low
278623,1367275,1.0692797e-05,Low
278624,1367276,6.0626344e-06,Low
278625,1367277,9.83513e-06,Low
278626,1367278,1.1116274e-05,Low
278627,1367280,1.7705795e-05,Low
278628,1367281,7.4368527e-06,Low
278629,1367282,2.2086584e-05,Low
278630,1367283,1.0190502e-05,Low
278631,1367284,9.074657e-06,Low
278632,1367286,1.0652705e-05,Low
278633,1367287,9.83513e-06,Low
278634,1367288,3.2730502e-05,Low
278635,1367289,9.172995e-06,Low
278636,1367290,8.845275e-06,Low
278637,1367291,7.713509e-06,Low
278638,1367294,5.504907e-06,Low
278639,1367295,5.2583337e-06,Low
278640,1367296,1.9584442e-05,Low
278641,1367298,2.7740483e-05,Low
278642,1367299,1.6839378e-05,Low
278643,1367300,1.1160729e-05,Low
278644,1367301,2.8843939e-05,Low
278645,1367302,1.4864273e-05,Low
278646,1367303,1.5904494e-05,Low
278647,1367304,3.2902943e-05,Low
278648,1367305,6.051977e-06,Low
278649,1367306,0.00017057554,Low
278650,1367307,1.7727845e-05,Low
278651,1367308,1.2892401e-05,Low
278652,1367309,1.2374126e-05,Low
278653,1367310,8.35935e-06,Low
278654,1367311,1.0205333e-05,Low
278655,1367313,1.91652e-05,Low
278656,1367314,8.815314e-06,Low
278657,1367315,5.264962e-06,Low
278658,1367316,2.7790898e-05,Low
278659,1367317,4.7251582e-05,Low
278660,1367318,1.7274797e-05,Low
278661,1367320,1.0051581e-05,Low
278662,1367321,2.5734711e-05,Low
278663,1367322,0.00013886554,Low
278664,1367324,8.361288e-06,Low
278665,1367325,2.5497873e-05,Low
278666,1367327,3.644144e-05,Low
278667,1367329,1.4278761e-05,Low
278668,1367330,1.3496906e-05,Low
278669,1367331,0.00012002346,Low
278670,1367332,8.64242e-05,Low
278671,1367334,1.5661999e-05,Low
278672,1367335,3.154788e-05,Low
278673,1367336,5.576525e-05,Low
278674,1367338,2.7093061e-05,Low
278675,1367341,3.500025e-05,Low
278676,1367342,3.079985e-05,Low
278677,1367343,0.00019690716,Low
278678,1367344,2.253906e-05,Low
278679,1367345,1.5150618e-05,Low
278680,1367348,5.0070663e-05,Low
278681,1367352,5.0624247e-05,Low
278682,1367354,0.00014202471,Low
278683,1367357,1.5156224e-05,Low
278684,1367362,3.956838e-05,Low
278685,1367364,8.826933e-05,Low
278686,1367366,0.06369769,Low
278687,1367367,1.090158e-05,Low
278688,1367373,0.00021788715,Low
278689,1367377,1.6175283e-05,Low
278690,1367379,0.00014216997,Low
278691,1367380,9.019012e-05,Low
278692,1367382,2.8732313e-05,Low
278693,1367383,3.3979875e-05,Low
278694,1367384,1.7684179e-05,Low
278695,1367386,7.928035e-05,Low
278696,1367388,3.8254857e-05,Low
278697,1367389,1.2426609e-05,Low
278698,1367392,1.19216e-05,Low
278699,1367394,9.450415e-05,Low
278700,1367397,0.0001887645,Low
278701,1367399,3.2537926e-05,Low
278702,1367400,2.621868e-05,Low
278703,1367401,8.8489636e-05,Low
278704,1367402,2.2036364e-05,Low
278705,1367405,0.00014350336,Low
278706,1367406,7.948648e-05,Low
278707,1367408,1.8521503e-05,Low
278708,1367409,5.0235187e-05,Low
278709,1367410,3.5735804e-05,Low
278710,1367411,3.7473244e-05,Low
278711,1367413,5.175131e-05,Low
278712,1367414,6.1210485e-05,Low
278713,1367415,4.4057404e-05,Low
278714,1367416,5.2428262e-05,Low
278715,1367417,2.8704622e-05,Low
278716,1367421,0.00018850066,Low
278717,1367422,3.281961e-05,Low
278718,1367423,9.429576e-05,Low
278719,1367424,0.00026472125,Low
278720,1367426,1.2290003e-05,Low
278721,1367427,3.5546283e-05,Low
278722,1367428,6.9360794e-05,Low
278723,1367429,7.858373e-05,Low
278724,1367432,7.819793e-05,Low
278725,1367433,3.86047e-05,Low
278726,1367434,6.595584e-05,Low
278727,1367435,0.00015432364,Low
278728,1367437,3.0576495e-05,Low
278729,1367438,0.00020805918,Low
278730,1367439,0.00026608183,Low
278731,1367440,0.00014177387,Low
278732,1367441,1.2686958e-05,Low
278733,1367443,9.132577e-05,Low
278734,1367444,5.7243462e-05,Low
278735,1367445,0.0001620078,Low
278736,1367446,3.1881413e-05,Low
278737,1367447,3.6099806e-05,Low
278738,1367449,0.00036553948,Low
278739,1367452,9.266752e-05,Low
278740,1367454,1.6057782e-05,Low
278741,1367455,1.6770962e-05,Low
278742,1367456,2.4838087e-05,Low
278743,1367459,0.00019429096,Low
278744,1367460,4.8380185e-05,Low
278745,1367461,0.00020787971,Low
278746,1367462,4.4609336e-05,Low
278747,1367465,6.651071e-05,Low
278748,1367467,0.0004797246,Low
278749,1367468,2.588273e-05,Low
278750,1367470,5.7594174e-05,Low
278751,1367472,0.00042274094,Low
278752,1367473,6.5252857e-06,Low
278753,1367474,4.381498e-05,Low
278754,1367476,3.8886254e-05,Low
278755,1367477,0.00013770399,Low
278756,1367479,9.53488e-05,Low
278757,1367480,4.086125e-05,Low
278758,1367481,0.00012813557,Low
278759,1367482,0.00012644492,Low
278760,1367483,8.958104e-06,Low
278761,1367484,6.4092696e-05,Low
278762,1367485,5.658636e-05,Low
278763,1367488,2.1562371e-05,Low
278764,1367489,5.1750423e-05,Low
278765,1367491,2.8739056e-05,Low
278766,1367492,3.6865007e-05,Low
278767,1367493,0.79999346,High
278768,1367495,2.2482986e-05,Low
278769,1367500,0.00041100054,Low
278770,1367501,0.00021471754,Low
278771,1367502,0.00033296182,Low
278772,1367503,6.0146278e-05,Low
278773,1367504,2.6192916e-05,Low
278774,1367506,0.00027385846,Low
278775,1367507,3.2514195e-05,Low
278776,1367508,9.944144e-05,Low
278777,1367509,9.887437e-06,Low
278778,1367510,2.2386943e-05,Low
278779,1367511,2.200839e-05,Low
278780,1367512,2.5075731e-05,Low
278781,1367515,3.0520503e-05,Low
278782,1367517,6.6675755e-05,Low
278783,1367518,1.3786751e-05,Low
278784,1367519,8.764747e-05,Low
278785,1367520,2.081133e-05,Low
278786,1367521,1.6652199e-05,Low
278787,1367523,0.00018272935,Low
278788,1367524,4.086125e-05,Low
278789,1367525,0.00015082433,Low
278790,1367528,1.9361783e-05,Low
278791,1367529,6.150796e-05,Low
278792,1367530,2.19837e-05,Low
278793,1367531,5.597757e-05,Low
278794,1367533,2.0868689e-05,Low
278795,1367534,1.0264619e-05,Low
278796,1367535,1.6226948e-05,Low
278797,1367537,7.2721487e-06,Low
278798,1367538,7.481697e-05,Low
278799,1367539,2.51318e-05,Low
278800,1367541,6.7934925e-05,Low
278801,1367542,1.6793705e-05,Low
278802,1367543,1.1565773e-05,Low
278803,1367544,4.7169327e-05,Low
278804,1367545,1.5677495e-05,Low
278805,1367546,0.00020538567,Low
278806,1367547,2.3405622e-05,Low
278807,1367548,9.809427e-06,Low
278808,1367549,1.921529e-05,Low
278809,1367550,0.00017095133,Low
278810,1367552,8.473848e-06,Low
278811,1367553,1.1322696e-05,Low
278812,1367555,0.00046998676,Low
278813,1367556,0.0001397401,Low
278814,1367557,4.1500418e-05,Low
278815,1367558,3.2906737e-05,Low
278816,1367560,6.600516e-06,Low
278817,1367561,8.368184e-05,Low
278818,1367562,7.163407e-05,Low
278819,1367564,3.9516067e-06,Low
278820,1367565,7.417998e-06,Low
278821,1367566,6.939864e-06,Low
278822,1367567,2.7364618e-05,Low
278823,1367569,0.0001472685,Low
278824,1367570,0.00044980829,Low
278825,1367571,4.762227e-06,Low
278826,1367572,5.768178e-06,Low
278827,1367573,1.2541162e-05,Low
278828,1367574,5.2340984e-06,Low
278829,1367578,0.00012455166,Low
278830,1367580,1.829239e-05,Low
278831,1367581,5.2559513e-05,Low
278832,1367582,1.4085345e-05,Low
278833,1367584,0.0004276814,Low
278834,1367585,7.890911e-05,Low
278835,1367586,6.402379e-05,Low
278836,1367587,1.6781842e-05,Low
278837,1367588,1.51231325e-05,Low
278838,1367589,7.062957e-05,Low
278839,1367591,8.75247e-06,Low
278840,1367592,1.5195591e-05,Low
278841,1367593,1.0222583e-05,Low
278842,1367594,1.536637e-05,Low
278843,1367595,3.6435777e-05,Low
278844,1367596,7.00311e-06,Low
278845,1367597,7.3483966e-06,Low
278846,1367598,1.6142814e-05,Low
278847,1367601,1.536637e-05,Low
278848,1367602,3.0984385e-05,Low
278849,1367603,7.784667e-06,Low
278850,1367604,1.0258924e-05,Low
278851,1367605,8.89941e-06,Low
278852,1367606,0.00044446552,Low
278853,1367607,0.00036598093,Low
278854,1367608,1.0199233e-05,Low
278855,1367610,6.146478e-06,Low
278856,1367611,5.1941315e-05,Low
278857,1367612,8.10615e-06,Low
278858,1367613,5.1318393e-06,Low
278859,1367614,5.06727e-06,Low
278860,1367615,5.5933024e-06,Low
278861,1367616,7.2395505e-06,Low
278862,1367617,5.5933024e-06,Low
278863,1367618,1.780789e-05,Low
278864,1367619,1.593273e-05,Low
278865,1367620,5.5042924e-06,Low
278866,1367621,7.981383e-06,Low
278867,1367622,6.71387e-06,Low
278868,1367623,0.00030884115,Low
278869,1367624,3.9873157e-06,Low
278870,1367625,6.100199e-06,Low
278871,1367626,4.7633584e-06,Low
278872,1367627,8.2669585e-06,Low
278873,1367628,6.4243354e-06,Low
278874,1367629,2.1258007e-05,Low
278875,136763,4.2533014e-05,Low
278876,1367630,6.0877096e-06,Low
278877,1367631,1.0083034e-05,Low
278878,1367632,1.1160793e-05,Low
278879,1367633,8.735367e-06,Low
278880,1367635,9.9057e-06,Low
278881,1367636,1.1496143e-05,Low
278882,1367637,9.307173e-06,Low
278883,1367638,9.379462e-06,Low
278884,1367639,7.169968e-05,Low
278885,1367640,1.00436855e-05,Low
278886,1367641,9.985447e-06,Low
278887,1367642,0.00043522834,Low
278888,1367643,1.0448688e-05,Low
278889,1367644,0.00020868122,Low
278890,1367645,0.0002663293,Low
278891,1367646,9.6147805e-06,Low
278892,1367647,3.2325755e-05,Low
278893,1367649,5.522601e-06,Low
278894,1367650,9.322875e-05,Low
278895,1367658,8.039599e-05,Low
278896,1367660,4.734843e-05,Low
278897,1367662,7.473561e-05,Low
278898,1367665,2.4181832e-05,Low
278899,1367667,1.8020017e-05,Low
278900,1367668,1.2672399e-05,Low
278901,1367671,2.1530008e-05,Low
278902,1367673,4.5171408e-05,Low
278903,1367674,2.0352021e-05,Low
278904,1367675,0.00021683722,Low
278905,1367682,1.4714153e-05,Low
278906,1367683,1.0526219e-05,Low
278907,1367684,6.834018e-05,Low
278908,1367685,6.517654e-06,Low
278909,1367686,4.7439735e-06,Low
278910,1367687,3.3266657e-05,Low
278911,1367689,7.464842e-06,Low
278912,1367690,7.673595e-06,Low
278913,1367691,1.0606328e-05,Low
278914,1367692,0.00011422897,Low
278915,1367694,8.420278e-06,Low
278916,1367695,4.3198506e-06,Low
278917,1367696,1.3714171e-05,Low
278918,1367697,7.464842e-06,Low
278919,1367698,2.9126102e-05,Low
278920,1367699,1.3714171e-05,Low
278921,1367700,7.464842e-06,Low
278922,1367701,4.492988e-05,Low
278923,1367702,6.6099205e-06,Low
278924,1367703,3.2045344e-05,Low
278925,1367704,8.085435e-06,Low
278926,1367705,7.678258e-06,Low
278927,1367706,7.672806e-06,Low
278928,1367707,6.6685316e-06,Low
278929,1367708,3.1617874e-05,Low
278930,1367710,0.00014927298,Low
278931,1367712,5.385274e-06,Low
278932,1367713,3.914704e-05,Low
278933,1367716,2.0834426e-05,Low
278934,1367719,3.9195078e-05,Low
278935,1367721,6.6892986e-05,Low
278936,1367722,0.0001938378,Low
278937,1367723,1.640531e-05,Low
278938,1367725,2.4235418e-05,Low
278939,1367726,7.495372e-05,Low
278940,1367727,0.000119259545,Low
278941,1367728,4.349194e-05,Low
278942,1367730,1.725703e-05,Low
278943,1367731,4.9052178e-05,Low
278944,1367733,0.00014457536,Low
278945,1367734,7.00137e-05,Low
278946,1367735,0.00027800023,Low
278947,1367736,0.00011139637,Low
278948,1367739,6.0429593e-05,Low
278949,1367740,9.5459645e-06,Low
278950,1367742,5.1233255e-06,Low
278951,1367743,0.0002126729,Low
278952,1367745,7.5389535e-06,Low
278953,1367746,7.157078e-05,Low
278954,1367747,2.372693e-05,Low
278955,1367748,4.966781e-05,Low
278956,1367751,0.00037303506,Low
278957,1367752,1.8285886e-05,Low
278958,1367754,5.5575565e-05,Low
278959,1367755,1.7840033e-05,Low
278960,1367756,7.386174e-05,Low
278961,1367757,0.00023313319,Low
278962,1367758,7.917883e-06,Low
278963,1367759,1.7874416e-05,Low
278964,1367761,8.490556e-05,Low
278965,1367762,1.0381693e-05,Low
278966,1367763,4.3068558e-05,Low
278967,1367764,1.2509687e-05,Low
278968,1367765,6.5883974e-06,Low
278969,1367766,1.1162549e-05,Low
278970,1367767,9.489427e-06,Low
278971,1367768,1.26614905e-05,Low
278972,1367769,8.733502e-06,Low
278973,1367770,5.79959e-05,Low
278974,1367772,8.8931665e-06,Low
278975,1367773,1.531658e-05,Low
278976,1367774,9.503926e-06,Low
278977,1367775,3.278977e-05,Low
278978,1367776,2.0487478e-05,Low
278979,1367777,1.2247005e-05,Low
278980,1367778,1.100873e-05,Low
278981,1367779,5.0053524e-05,Low
278982,1367781,9.634194e-06,Low
278983,1367782,1.6367292e-05,Low
278984,1367783,4.865228e-05,Low
278985,1367784,0.00026516026,Low
278986,1367785,2.0947848e-05,Low
278987,1367787,2.2474667e-05,Low
278988,1367788,1.51716995e-05,Low
278989,1367789,7.626655e-06,Low
278990,1367790,3.807176e-05,Low
278991,1367791,2.4697669e-05,Low
278992,1367792,2.5889643e-05,Low
278993,1367794,0.00011410857,Low
278994,1367795,1.2110768e-05,Low
278995,1367796,1.410142e-05,Low
278996,1367797,1.7495666e-05,Low
278997,1367799,1.33555e-05,Low
278998,1367800,1.0949363e-05,Low
278999,1367801,2.7419137e-05,Low
279000,1367802,1.4249229e-05,Low
279001,1367803,8.0570746e-05,Low
279002,1367804,1.8881126e-05,Low
279003,1367805,0.000120062614,Low
279004,1367806,3.6582664e-05,Low
279005,1367807,5.5993318e-05,Low
279006,1367808,2.1790898e-05,Low
279007,1367809,3.781666e-05,Low
279008,1367810,1.7004482e-05,Low
279009,1367811,0.00013822496,Low
279010,1367812,0.000244494,Low
279011,1367813,1.5113242e-05,Low
279012,1367814,6.480438e-05,Low
279013,1367815,7.2619e-05,Low
279014,1367816,0.00010740137,Low
279015,1367817,1.5991336e-05,Low
279016,1367819,5.0577386e-05,Low
279017,1367820,0.00036163643,Low
279018,1367821,0.00012685504,Low
279019,1367824,4.3766788e-05,Low
279020,1367827,1.8309407e-05,Low
279021,1367828,4.5433684e-05,Low
279022,1367829,0.00011194209,Low
279023,1367830,6.249683e-05,Low
279024,1367831,0.00017088206,Low
279025,1367832,1.1448889e-05,Low
279026,1367833,0.00041962048,Low
279027,1367835,1.9765015e-05,Low
279028,1367836,1.4705399e-05,Low
279029,1367837,2.0895253e-05,Low
279030,1367838,1.8852987e-05,Low
279031,1367839,2.5058855e-05,Low
279032,1367840,3.485828e-05,Low
279033,1367841,1.876894e-05,Low
279034,1367842,1.730507e-05,Low
279035,1367844,3.30807e-05,Low
279036,1367845,1.2687225e-05,Low
279037,1367846,1.6362907e-05,Low
279038,1367847,7.920435e-06,Low
279039,1367848,1.3670791e-05,Low
279040,1367849,1.3522377e-05,Low
279041,1367850,4.028425e-05,Low
279042,1367851,1.597626e-05,Low
279043,1367852,9.83513e-06,Low
279044,1367853,9.165957e-06,Low
279045,1367855,1.205018e-05,Low
279046,1367856,1.4084902e-05,Low
279047,1367857,1.946175e-05,Low
279048,1367858,9.516442e-06,Low
279049,1367859,2.7571057e-05,Low
279050,1367860,1.8846227e-05,Low
279051,1367861,1.17059235e-05,Low
279052,1367862,7.3997753e-06,Low
279053,1367863,6.474932e-06,Low
279054,1367864,1.9187566e-05,Low
279055,1367865,8.959087e-06,Low
279056,1367866,7.947272e-06,Low
279057,1367867,1.7031163e-05,Low
279058,1367868,9.387445e-06,Low
279059,1367869,7.82404e-06,Low
279060,1367870,7.668599e-06,Low
279061,1367871,1.0314635e-05,Low
279062,1367873,8.473848e-06,Low
279063,1367874,9.047152e-06,Low
279064,1367875,1.1804114e-05,Low
279065,1367876,1.2988957e-05,Low
279066,1367877,6.4050837e-06,Low
279067,1367879,5.98648e-06,Low
279068,1367880,3.2120453e-05,Low
279069,1367881,1.1559224e-05,Low
279070,1367882,7.0309147e-06,Low
279071,1367884,1.1561628e-05,Low
279072,1367885,1.3217755e-05,Low
279073,1367886,8.010917e-06,Low
279074,1367888,1.0132976e-05,Low
279075,1367889,3.148873e-06,Low
279076,1367890,6.4062992e-06,Low
279077,1367891,1.5105462e-05,Low
279078,1367892,6.1817077e-06,Low
279079,1367893,1.952434e-05,Low
279080,1367894,1.2550567e-05,Low
279081,1367895,1.26284485e-05,Low
279082,1367896,1.1892066e-05,Low
279083,1367897,1.0341583e-05,Low
279084,1367898,6.099559e-06,Low
279085,1367899,8.693656e-06,Low
279086,1367900,8.67973e-06,Low
279087,1367901,6.766385e-06,Low
279088,1367902,7.82404e-06,Low
279089,1367903,8.967678e-06,Low
279090,1367904,1.0597795e-05,Low
279091,1367905,3.096011e-05,Low
279092,1367906,6.429459e-06,Low
279093,1367907,4.8162265e-06,Low
279094,1367908,7.6142137e-06,Low
279095,1367909,1.3857127e-05,Low
279096,1367910,5.4536563e-06,Low
279097,1367911,2.7838989e-05,Low
279098,1367912,1.2143335e-05,Low
279099,1367913,1.02043405e-05,Low
279100,1367914,1.3339423e-05,Low
279101,1367915,7.731752e-06,Low
279102,1367916,9.485843e-06,Low
279103,1367917,9.387445e-06,Low
279104,1367918,5.4536563e-06,Low
279105,1367919,3.5939425e-05,Low
279106,1367921,8.473848e-06,Low
279107,1367922,7.551439e-05,Low
279108,1367924,1.3819951e-05,Low
279109,1367925,7.0186484e-06,Low
279110,1367926,2.2850605e-05,Low
279111,1367927,1.3504116e-05,Low
279112,1367930,2.9712104e-05,Low
279113,1367931,8.576122e-06,Low
279114,1367932,1.0450711e-05,Low
279115,1367933,2.0252659e-05,Low
279116,1367934,2.3083714e-05,Low
279117,1367935,1.0264619e-05,Low
279118,1367936,7.766848e-06,Low
279119,1367937,1.1692278e-05,Low
279120,1367938,9.387445e-06,Low
279121,1367939,9.5178675e-06,Low
279122,1367940,1.5271164e-05,Low
279123,1367941,8.98031e-06,Low
279124,1367942,6.29244e-06,Low
279125,1367943,7.058244e-06,Low
279126,1367944,1.3024344e-05,Low
279127,1367945,9.159359e-06,Low
279128,1367946,3.0534477e-05,Low
279129,1367947,1.399817e-05,Low
279130,1367949,1.9901916e-05,Low
279131,1367950,1.130456e-05,Low
279132,1367951,2.5768994e-05,Low
279133,1367952,8.245707e-06,Low
279134,1367953,4.5490087e-05,Low
279135,1367954,2.6098442e-05,Low
