,pk_cid,short_term_deposit,funds,securities,long_term_deposit,have_inversion_products,propensity_score,propensity_segment
255897,1333124,0,0,0,0,0,3.6043164e-06,Low
255898,1333125,0,0,0,0,0,3.1107997e-05,Low
255899,1333126,0,0,0,0,0,1.888552e-05,Low
255900,1333127,0,0,0,0,0,7.730535e-06,Low
255901,1333128,0,0,0,0,0,2.6347365e-05,Low
255902,1333129,0,0,0,0,0,7.755102e-06,Low
255903,1333130,0,0,0,0,0,5.646781e-06,Low
255904,1333131,0,0,0,0,0,4.340327e-05,Low
255905,1333132,0,0,0,0,0,9.068644e-06,Low
255906,1333133,0,0,0,0,0,2.7679139e-06,Low
255907,1333134,0,0,0,0,0,3.0018894e-06,Low
255908,1333135,0,0,0,0,0,1.8593797e-05,Low
255909,1333136,0,0,0,0,0,7.659214e-06,Low
255910,1333137,0,0,0,0,0,1.9626961e-05,Low
255911,1333138,0,0,0,0,0,8.669092e-06,Low
255912,1333139,0,0,0,0,0,1.2817765e-05,Low
255913,1333140,0,0,0,0,0,3.170338e-05,Low
255914,1333141,0,0,0,0,0,5.7174067e-05,Low
255915,1333142,0,0,0,0,0,9.256471e-06,Low
255916,1333143,0,0,0,0,0,1.1542204e-05,Low
255917,1333144,0,0,0,0,0,5.624643e-06,Low
255918,1333145,0,0,0,0,0,1.1449173e-05,Low
255919,1333146,0,0,0,0,0,1.743454e-05,Low
255920,1333147,0,0,0,0,0,5.5679648e-06,Low
255921,1333148,0,0,0,0,0,1.1295971e-05,Low
255922,1333149,0,0,0,0,0,3.2431296e-06,Low
255923,1333150,0,0,0,0,0,4.3010685e-05,Low
255924,1333153,0,0,0,0,0,7.0574633e-06,Low
255925,1333154,0,0,0,0,0,3.5596626e-05,Low
255926,1333155,0,0,0,0,0,1.3581349e-05,Low
255927,1333156,0,0,0,0,0,1.6402073e-05,Low
255928,1333157,0,0,0,0,0,1.18473645e-05,Low
255929,1333158,0,0,0,0,0,2.1204978e-05,Low
255930,1333159,0,0,0,0,0,2.5818288e-05,Low
255931,1333160,0,0,0,0,0,1.7424883e-05,Low
255932,1333161,0,0,0,0,0,1.7308685e-05,Low
255933,1333162,0,0,0,0,0,1.3210711e-05,Low
255934,1333163,0,0,0,0,0,2.1806802e-05,Low
255935,1333164,0,0,0,0,0,4.199027e-05,Low
255936,1333165,0,0,0,0,0,3.6899193e-05,Low
255937,1333166,0,0,0,0,0,5.832591e-05,Low
255938,1333167,0,0,0,0,0,1.9360657e-05,Low
255939,1333168,0,0,0,0,0,2.4930518e-05,Low
255940,1333169,0,0,0,0,0,4.0188017e-05,Low
255941,1333170,0,0,0,0,0,7.2361545e-06,Low
255942,1333171,0,0,0,0,0,9.744872e-05,Low
255943,1333172,0,0,0,0,0,5.5978107e-05,Low
255944,1333175,0,0,0,0,0,0.00018356128,Low
255945,1333176,0,0,0,0,0,3.2161981e-06,Low
255946,1333177,0,0,0,0,0,1.743454e-05,Low
255947,1333178,0,0,0,0,0,3.2803011e-06,Low
255948,1333179,0,0,0,0,0,2.8668146e-06,Low
255949,1333181,0,0,0,0,0,1.803998e-05,Low
255950,1333182,0,0,0,0,0,1.3177832e-05,Low
255951,1333183,0,0,0,0,0,3.8618287e-05,Low
255952,1333184,0,0,0,0,0,2.1276644e-05,Low
255953,1333185,0,0,0,0,0,8.533828e-06,Low
255954,1333186,0,0,0,0,0,2.6231135e-05,Low
255955,1333187,0,0,0,0,0,1.9093504e-05,Low
255956,1333188,0,0,0,0,0,2.1486116e-05,Low
255957,1333189,0,0,0,0,0,1.7308685e-05,Low
255958,1333190,0,0,0,0,0,8.7385e-06,Low
255959,1333191,0,0,0,0,0,2.0190813e-05,Low
255960,1333193,0,0,0,0,0,1.1449173e-05,Low
255961,1333194,0,0,0,0,0,5.1516243e-05,Low
255962,1333195,0,0,0,0,0,6.551591e-05,Low
255963,1333196,0,0,0,0,0,3.4932757e-05,Low
255964,1333197,0,0,0,0,0,3.744888e-05,Low
255965,1333198,0,0,0,0,0,1.9693782e-05,Low
255966,1333199,0,0,0,0,0,1.3305272e-05,Low
255967,1333200,0,0,0,0,0,1.1287581e-05,Low
255968,1333201,0,0,0,0,0,3.099023e-06,Low
255969,1333202,0,0,0,0,0,3.1687574e-05,Low
255970,1333203,0,0,0,0,0,4.4532676e-06,Low
255971,1333204,0,0,0,0,0,4.582347e-05,Low
255972,1333205,0,0,0,0,0,1.1806309e-05,Low
255973,1333206,0,0,0,0,0,4.648031e-06,Low
255974,1333207,0,0,0,0,0,1.3177832e-05,Low
255975,1333209,0,0,0,0,0,3.602231e-06,Low
255976,1333210,0,0,0,0,0,3.6056574e-06,Low
255977,1333211,0,0,0,0,0,4.9483668e-05,Low
255978,1333212,0,0,0,0,0,1.2152336e-05,Low
255979,1333214,0,0,0,0,0,1.490133e-05,Low
255980,1333215,0,0,0,0,0,2.5986135e-06,Low
255981,1333216,0,0,0,0,0,9.214635e-06,Low
255982,1333217,0,0,0,0,0,2.0051217e-05,Low
255983,1333218,0,0,0,0,0,1.5959205e-05,Low
255984,1333219,0,0,0,0,0,1.2015456e-05,Low
255985,1333220,0,0,0,0,0,5.119238e-06,Low
255986,1333221,0,0,0,0,0,6.4399326e-05,Low
255987,1333222,0,0,0,0,0,1.657836e-05,Low
255988,1333223,0,0,0,0,0,2.5227751e-05,Low
255989,1333224,0,0,0,0,0,5.883796e-06,Low
255990,1333225,0,0,0,0,0,2.308248e-05,Low
255991,1333226,0,0,0,0,0,3.3476732e-05,Low
255992,1333227,0,0,0,0,0,1.6021131e-05,Low
255993,1333228,0,0,0,0,0,3.3528744e-05,Low
255994,1333229,0,0,0,0,0,0.00011998055,Low
255995,1333230,0,0,0,0,0,1.2336386e-05,Low
255996,1333231,0,0,0,0,0,3.027087e-05,Low
255997,1333232,0,0,0,0,0,5.776667e-06,Low
255998,1333233,0,0,0,0,0,2.1068134e-05,Low
255999,1333234,0,0,0,0,0,1.0255226e-05,Low
256000,1333235,0,0,0,0,0,1.1795888e-05,Low
256001,1333236,0,0,0,0,0,2.0947307e-05,Low
256002,1333238,0,0,0,0,0,2.7963437e-05,Low
256003,1333239,0,0,0,0,0,1.0518242e-05,Low
256004,1333240,0,0,0,0,0,5.1239513e-06,Low
256005,1333241,0,0,0,0,0,3.0119634e-05,Low
256006,1333242,0,0,0,0,0,1.4784213e-05,Low
256007,1333243,0,0,0,0,0,8.654e-06,Low
256008,1333244,0,0,0,0,0,1.6643673e-05,Low
256009,1333245,0,0,0,0,0,1.9632707e-05,Low
256010,1333246,0,0,0,0,0,1.4984239e-05,Low
256011,1333247,0,0,0,0,0,2.671175e-05,Low
256012,1333248,0,0,0,0,0,4.3480242e-05,Low
256013,1333249,0,0,0,0,0,2.6993175e-06,Low
256014,1333250,0,0,0,0,0,1.944915e-05,Low
256015,1333251,0,0,0,0,0,5.0160456e-06,Low
256016,1333252,0,0,0,0,0,1.5480551e-05,Low
256017,1333255,0,0,0,0,0,2.296992e-05,Low
256018,1333256,0,0,0,0,0,3.1936335e-05,Low
256019,1333257,0,0,0,0,0,2.3014847e-05,Low
256020,1333258,0,0,0,0,0,7.860522e-06,Low
256021,1333259,0,0,0,0,0,9.135065e-06,Low
256022,1333260,0,0,0,0,0,1.0139743e-05,Low
256023,1333262,0,0,0,0,0,1.3243305e-05,Low
256024,1333263,0,0,0,0,0,1.0796236e-05,Low
256025,1333264,0,0,0,0,0,5.0076333e-06,Low
256026,1333265,0,0,0,0,0,7.46349e-06,Low
256027,1333266,0,0,0,0,0,8.263786e-05,Low
256028,1333267,0,0,0,0,0,1.0041808e-05,Low
256029,1333268,0,0,0,0,0,2.3738357e-05,Low
256030,1333269,0,0,0,0,0,1.3283972e-05,Low
256031,1333270,0,0,0,0,0,2.2846421e-05,Low
256032,1333271,0,0,0,0,0,1.438736e-05,Low
256033,1333272,0,0,0,0,0,6.366725e-05,Low
256034,1333273,0,0,0,0,0,3.4846948e-05,Low
256035,1333274,0,0,0,0,0,1.3141737e-05,Low
256036,1333275,0,0,0,0,0,1.4711837e-05,Low
256037,1333276,0,0,0,0,0,2.1789569e-05,Low
256038,1333277,0,0,0,0,0,3.8804865e-05,Low
256039,1333278,0,0,0,0,0,2.0809983e-05,Low
256040,1333279,0,0,0,0,0,4.9245467e-05,Low
256041,1333280,0,0,0,0,0,6.8674885e-06,Low
256042,1333281,0,0,0,0,0,1.5595659e-05,Low
256043,1333282,0,0,0,0,0,9.480499e-06,Low
256044,1333283,0,0,0,0,0,4.9208567e-05,Low
256045,1333284,0,0,0,0,0,2.5227751e-05,Low
256046,1333286,0,0,0,0,0,2.2543423e-05,Low
256047,1333287,0,0,0,0,0,5.055589e-06,Low
256048,1333288,0,0,0,0,0,1.813677e-05,Low
256049,1333289,0,0,0,0,0,1.766776e-05,Low
256050,1333290,0,0,0,0,0,4.247961e-06,Low
256051,1333291,0,0,0,0,0,3.1253219e-06,Low
256052,1333292,0,0,0,0,0,1.7869832e-05,Low
256053,1333293,0,0,0,0,0,3.4152959e-06,Low
256054,1333294,0,0,0,0,0,4.762273e-06,Low
256055,1333295,0,0,0,0,0,1.7517837e-05,Low
256056,1333296,0,0,0,0,0,7.651264e-06,Low
256057,1333297,0,0,0,0,0,5.1329944e-06,Low
256058,1333298,0,0,0,0,0,0.00012021119,Low
256059,1333299,0,0,0,0,0,1.3627523e-05,Low
256060,1333300,0,0,0,0,0,1.1375926e-05,Low
256061,1333301,0,0,0,0,0,3.5944922e-06,Low
256062,1333302,0,0,0,0,0,4.247961e-06,Low
256063,1333303,0,0,0,0,0,4.7493453e-05,Low
256064,1333304,0,0,0,0,0,2.6618098e-05,Low
256065,1333305,0,0,0,0,0,2.9619057e-05,Low
256066,1333306,0,0,0,0,0,6.0381153e-05,Low
256067,1333307,0,0,0,0,0,1.1359166e-05,Low
256068,1333308,0,0,0,0,0,7.256513e-06,Low
256069,1333309,0,0,0,0,0,2.4967589e-05,Low
256070,1333310,0,0,0,0,0,0.00014798713,Low
256071,1333311,0,0,0,0,0,3.7034122e-06,Low
256072,1333312,0,0,0,0,0,1.0857039e-05,Low
256073,1333313,0,0,0,0,0,5.6351664e-06,Low
256074,1333314,0,0,0,0,0,6.7402116e-06,Low
256075,1333315,0,0,0,0,0,5.96561e-06,Low
256076,1333316,0,0,0,0,0,7.0402755e-05,Low
256077,1333317,0,0,0,0,0,4.247961e-06,Low
256078,1333318,0,0,0,0,0,2.8662855e-05,Low
256079,1333319,0,0,0,0,0,1.7308685e-05,Low
256080,1333320,0,0,0,0,0,3.2161981e-06,Low
256081,1333321,0,0,0,0,0,1.14526565e-05,Low
256082,1333322,0,0,0,0,0,1.2436804e-05,Low
256083,1333323,0,0,0,0,0,9.86487e-06,Low
256084,1333324,0,0,0,0,0,1.7361186e-06,Low
256085,1333326,0,0,0,0,0,1.0416929e-05,Low
256086,1333327,0,0,0,0,0,1.0240957e-05,Low
256087,1333328,0,0,0,0,0,2.2596718e-05,Low
256088,1333329,0,0,0,0,0,6.609347e-06,Low
256089,1333330,0,0,0,0,0,2.3747392e-05,Low
256090,1333331,0,0,0,0,0,3.4261924e-05,Low
256091,1333333,0,0,0,0,0,6.900432e-06,Low
256092,1333334,0,0,0,0,0,8.490577e-06,Low
256093,1333335,0,0,0,0,0,8.445925e-06,Low
256094,1333337,0,0,0,0,0,1.3656783e-05,Low
256095,1333338,0,0,0,0,0,1.4131805e-05,Low
256096,1333339,0,0,0,0,0,9.189913e-06,Low
256097,1333340,0,0,0,0,0,1.7026128e-05,Low
256098,1333341,0,0,0,0,0,2.6107873e-05,Low
256099,1333343,0,0,0,0,0,4.9509213e-06,Low
256100,1333344,0,0,0,0,0,1.36311755e-05,Low
256101,1333347,0,0,0,0,0,6.2853755e-06,Low
256102,1333348,0,0,0,0,0,4.9655137e-06,Low
256103,1333349,0,0,0,0,0,2.3398235e-05,Low
256104,1333350,0,0,0,0,0,3.321274e-05,Low
256105,1333351,0,0,0,0,0,8.069547e-05,Low
256106,1333352,0,0,0,0,0,1.317826e-05,Low
256107,1333354,0,0,0,0,0,5.1410584e-06,Low
256108,1333355,0,0,0,0,0,2.3657316e-05,Low
256109,1333357,0,0,0,0,0,1.2409165e-05,Low
256110,1333358,0,0,0,0,0,4.2953707e-05,Low
256111,1333359,0,0,0,0,0,0.00046144152,Low
256112,1333360,0,0,0,0,0,1.7926346e-05,Low
256113,1333361,0,0,0,0,0,4.5625184e-06,Low
256114,1333362,0,0,0,0,0,1.2811031e-05,Low
256115,1333363,0,0,0,0,0,4.185662e-05,Low
256116,1333364,0,0,0,0,0,8.103576e-06,Low
256117,1333365,0,0,0,0,0,1.0642703e-05,Low
256118,1333367,0,0,0,0,0,1.0196694e-05,Low
256119,1333368,0,0,0,0,0,4.3480242e-05,Low
256120,1333369,0,0,0,0,0,2.9664354e-06,Low
256121,1333370,0,0,0,0,0,1.6471435e-05,Low
256122,1333371,0,0,0,0,0,1.5624895e-05,Low
256123,1333372,0,0,0,0,0,1.0333312e-05,Low
256124,1333373,0,0,0,0,0,3.1879983e-05,Low
256125,1333374,0,0,0,0,0,3.7284522e-06,Low
256126,1333375,0,0,0,0,0,5.5302485e-06,Low
256127,1333376,0,0,0,0,0,7.216452e-06,Low
256128,1333377,0,0,0,0,0,1.4398095e-05,Low
256129,1333378,0,0,0,0,0,1.6012884e-05,Low
256130,1333379,0,0,0,0,0,6.4269457e-06,Low
256131,1333380,0,0,0,0,0,8.306433e-05,Low
256132,1333381,0,0,0,0,0,2.6618098e-05,Low
256133,1333382,0,0,0,0,0,1.685474e-05,Low
256134,1333383,0,0,0,0,0,3.0018894e-06,Low
256135,1333384,0,0,0,0,0,8.652878e-06,Low
256136,1333385,0,0,0,0,0,3.602231e-06,Low
256137,1333386,0,0,0,0,0,2.1942522e-05,Low
256138,1333387,0,0,0,0,0,1.4147272e-05,Low
256139,1333388,0,0,0,0,0,1.0151092e-05,Low
256140,1333390,0,0,0,0,0,2.520042e-06,Low
256141,1333391,0,0,0,0,0,1.0232893e-05,Low
256142,1333392,0,0,0,0,0,1.3602464e-05,Low
256143,1333394,0,0,0,0,0,1.9581697e-05,Low
256144,1333395,0,0,0,0,0,3.3569477e-06,Low
256145,1333396,0,0,0,0,0,2.3399509e-05,Low
256146,1333397,0,0,0,0,0,1.1048749e-05,Low
256147,1333398,0,0,0,0,0,1.567733e-05,Low
256148,1333399,0,0,0,0,0,6.2853755e-06,Low
256149,1333400,0,0,0,0,0,3.602231e-06,Low
256150,1333401,0,0,0,0,0,2.2972943e-05,Low
256151,1333402,0,0,0,0,0,1.8289356e-05,Low
256152,1333403,0,0,0,0,0,6.7318606e-06,Low
256153,1333404,0,0,0,0,0,1.20852e-05,Low
256154,1333405,0,0,0,0,0,4.971977e-06,Low
256155,1333406,0,0,0,0,0,2.812328e-05,Low
256156,1333407,0,0,0,0,0,4.5481458e-05,Low
256157,1333408,0,0,0,0,0,3.981126e-05,Low
256158,1333409,0,0,0,0,0,8.409027e-06,Low
256159,1333410,0,0,0,0,0,5.151811e-05,Low
256160,1333411,0,0,0,0,0,1.4585119e-05,Low
256161,1333412,0,0,0,0,0,1.0586673e-05,Low
256162,1333413,0,0,0,0,0,1.2584243e-05,Low
256163,1333414,0,0,0,0,0,9.45574e-06,Low
256164,1333415,0,0,0,0,0,1.8963485e-05,Low
256165,1333416,0,0,0,0,0,3.0103552e-06,Low
256166,1333417,0,0,0,0,0,1.7249427e-05,Low
256167,1333418,0,0,0,0,0,2.8488694e-05,Low
256168,1333419,0,0,0,0,0,1.743454e-05,Low
256169,1333420,0,0,0,0,0,1.0371698e-05,Low
256170,1333421,0,0,0,0,0,5.4200423e-06,Low
256171,1333422,0,0,0,0,0,1.5434485e-05,Low
256172,1333423,0,0,0,0,0,7.0589913e-06,Low
256173,1333424,0,0,0,0,0,3.366232e-06,Low
256174,1333425,0,0,0,0,0,2.896677e-05,Low
256175,1333426,0,0,0,0,0,1.4271451e-05,Low
256176,1333427,0,0,0,0,0,1.5078749e-05,Low
256177,1333430,0,0,0,0,0,4.3214536e-06,Low
256178,1333431,0,0,0,0,0,1.5565212e-05,Low
256179,1333432,0,0,0,0,0,4.4905933e-05,Low
256180,1333433,0,0,0,0,0,8.538729e-06,Low
256181,1333434,0,0,0,0,0,2.7224607e-05,Low
256182,1333435,0,0,0,0,0,2.070088e-05,Low
256183,1333436,0,0,0,0,0,2.5227751e-05,Low
256184,1333437,0,0,0,0,0,1.4913642e-05,Low
256185,1333438,0,0,0,0,0,1.4937156e-05,Low
256186,1333439,0,0,0,0,0,2.8488694e-05,Low
256187,1333440,0,0,0,0,0,3.8442713e-06,Low
256188,1333441,0,0,0,0,0,4.469738e-06,Low
256189,1333442,0,0,0,0,0,3.3476732e-05,Low
256190,1333443,0,0,0,0,0,5.052678e-06,Low
256191,1333444,0,0,0,0,0,4.5023808e-05,Low
256192,1333445,0,0,0,0,0,7.3906776e-06,Low
256193,1333446,0,0,0,0,0,1.3370767e-05,Low
256194,1333447,0,0,0,0,0,2.6190715e-05,Low
256195,1333449,0,0,0,0,0,2.9188219e-05,Low
256196,1333450,0,0,0,0,0,6.0136124e-05,Low
256197,1333451,0,0,0,0,0,2.0243004e-05,Low
256198,1333453,0,0,0,0,0,1.0893298e-05,Low
256199,1333454,0,0,0,0,0,2.4835648e-05,Low
256200,1333455,0,0,0,0,0,2.1150328e-05,Low
256201,1333456,0,0,0,0,0,2.5227751e-05,Low
256202,1333457,0,0,0,0,0,1.31894485e-05,Low
256203,1333458,0,0,0,0,0,8.881671e-05,Low
256204,1333460,0,0,0,0,0,3.250514e-05,Low
256205,1333461,0,0,0,0,0,4.0137547e-06,Low
256206,1333462,0,0,0,0,0,7.781468e-06,Low
256207,1333463,0,0,0,0,0,1.7899629e-05,Low
256208,1333465,0,0,0,0,0,1.0669308e-05,Low
256209,1333466,0,0,0,0,0,1.6594573e-05,Low
256210,1333467,0,0,0,0,0,3.027087e-05,Low
256211,1333468,0,0,0,0,0,3.2627172e-06,Low
256212,1333469,0,0,0,0,0,1.8727282e-05,Low
256213,1333470,0,0,0,0,0,1.4136928e-05,Low
256214,1333471,0,0,0,0,0,2.8488694e-05,Low
256215,1333472,0,0,0,0,0,1.8564526e-05,Low
256216,1333473,0,0,0,0,0,7.2993093e-06,Low
256217,1333474,0,0,0,0,0,1.6663955e-05,Low
256218,1333475,0,0,0,0,0,3.2781966e-06,Low
256219,1333476,0,0,0,0,0,2.2903532e-05,Low
256220,1333477,0,0,0,0,0,1.9574789e-05,Low
256221,1333478,0,0,0,0,0,4.9190035e-05,Low
256222,1333479,0,0,0,0,0,7.469913e-06,Low
256223,1333480,0,0,0,0,0,1.1311439e-05,Low
256224,1333481,0,0,0,0,0,6.172294e-06,Low
256225,1333482,0,0,0,0,0,1.243148e-05,Low
256226,1333483,0,0,0,0,0,2.4955163e-05,Low
256227,1333484,0,0,0,0,0,3.0621315e-05,Low
256228,1333485,0,0,0,0,0,7.794763e-06,Low
256229,1333486,0,0,0,0,0,1.526477e-05,Low
256230,1333487,0,0,0,0,0,2.4168532e-05,Low
256231,1333488,0,0,0,0,0,2.8488694e-05,Low
256232,1333489,0,0,0,0,0,2.3955516e-05,Low
256233,1333490,0,0,0,0,0,3.287117e-05,Low
256234,1333491,0,0,0,0,0,1.32699815e-05,Low
256235,1333492,0,0,0,0,0,1.3736592e-05,Low
256236,1333493,0,0,0,0,0,2.534976e-05,Low
256237,1333494,0,0,0,0,0,2.1541839e-05,Low
256238,1333495,0,0,0,0,0,4.5993197e-06,Low
256239,1333496,0,0,0,0,0,2.394492e-05,Low
256240,1333497,0,0,0,0,0,0.00049917353,Low
256241,1333498,0,0,0,0,0,4.0974213e-05,Low
256242,1333501,0,0,0,0,0,1.7824677e-05,Low
256243,1333502,0,0,0,0,0,1.45299055e-05,Low
256244,1333503,0,0,0,0,0,4.115164e-05,Low
256245,1333504,0,0,0,0,0,1.2276226e-05,Low
256246,1333505,0,0,0,0,0,2.5845635e-05,Low
256247,1333506,0,0,0,0,0,5.840004e-05,Low
256248,1333507,0,0,0,0,0,7.594843e-06,Low
256249,1333508,0,0,0,0,0,1.0586673e-05,Low
256250,1333509,0,0,0,0,0,1.1102226e-05,Low
256251,1333510,0,0,0,0,0,6.238965e-05,Low
256252,1333513,0,0,0,0,0,6.3354696e-06,Low
256253,1333514,0,0,0,0,0,1.5986534e-05,Low
256254,1333515,0,0,0,0,0,5.660908e-06,Low
256255,1333516,0,0,0,0,0,2.7383678e-05,Low
256256,1333517,0,0,0,0,0,2.3738516e-05,Low
256257,1333519,0,0,0,0,0,3.1836356e-05,Low
256258,1333520,0,0,0,0,0,1.3832094e-05,Low
256259,1333521,0,0,0,0,0,2.2232418e-05,Low
256260,1333522,0,0,0,0,0,9.722616e-06,Low
256261,1333523,0,0,0,0,0,1.4513081e-05,Low
256262,1333524,0,0,0,0,0,1.3693181e-05,Low
256263,1333525,0,0,0,0,0,3.3476732e-05,Low
256264,1333526,0,0,0,0,0,1.7252998e-05,Low
256265,1333527,0,0,0,0,0,1.1414537e-05,Low
256266,1333528,0,0,0,0,0,1.9281702e-05,Low
256267,1333529,0,0,0,0,0,3.1556243e-05,Low
256268,1333530,0,0,0,0,0,3.4373126e-05,Low
256269,1333531,0,0,0,0,0,2.882054e-05,Low
256270,1333532,0,0,0,0,0,3.854356e-06,Low
256271,1333533,0,0,0,0,0,1.1172283e-05,Low
256272,1333534,0,0,0,0,0,1.2126867e-05,Low
256273,1333535,0,0,0,0,0,3.6339134e-05,Low
256274,1333536,0,0,0,0,0,1.5722771e-05,Low
256275,1333537,0,0,0,0,0,6.215752e-06,Low
256276,1333538,0,0,0,0,0,8.464172e-06,Low
256277,1333539,0,0,0,0,0,1.5950714e-05,Low
256278,1333540,0,0,0,0,0,3.854356e-06,Low
256279,1333541,0,0,0,0,0,1.6639802e-05,Low
256280,1333542,0,0,0,0,0,1.107413e-05,Low
256281,1333544,0,0,0,0,0,3.7607206e-05,Low
256282,1333545,0,0,0,0,0,1.4446605e-05,Low
256283,1333546,0,0,0,0,0,1.42494755e-05,Low
256284,1333547,0,0,0,0,0,2.1433703e-05,Low
256285,1333548,0,0,0,0,0,5.859365e-06,Low
256286,1333549,0,0,0,0,0,1.5127462e-05,Low
256287,1333550,0,0,0,0,0,2.5227751e-05,Low
256288,1333551,0,0,0,0,0,3.234074e-05,Low
256289,1333552,0,0,0,0,0,1.4418115e-05,Low
256290,1333553,0,0,0,0,0,5.56323e-06,Low
256291,1333554,0,0,0,0,0,1.1327103e-05,Low
256292,1333555,0,0,0,0,0,5.151723e-05,Low
256293,1333556,0,0,0,0,0,2.8196673e-05,Low
256294,1333557,0,0,0,0,0,1.7853412e-05,Low
256295,1333558,0,0,0,0,0,4.312943e-05,Low
256296,1333559,0,0,0,0,0,4.3006876e-06,Low
256297,1333560,0,0,0,0,0,1.936254e-05,Low
256298,1333561,0,0,0,0,0,4.136969e-06,Low
256299,1333562,0,0,0,0,0,3.8360653e-05,Low
256300,1333564,0,0,0,0,0,1.5283444e-05,Low
256301,1333565,0,0,0,0,0,1.3150213e-05,Low
256302,1333566,0,0,0,0,0,1.4937156e-05,Low
256303,1333567,0,0,0,0,0,1.9506084e-05,Low
256304,1333568,0,0,0,0,0,9.202179e-05,Low
256305,1333569,0,0,0,0,0,1.9084002e-05,Low
256306,1333570,0,0,0,0,0,7.9544225e-06,Low
256307,1333571,0,0,0,0,0,1.4688846e-05,Low
256308,1333572,0,0,0,0,0,2.4876183e-05,Low
256309,1333573,0,0,0,0,0,8.282449e-06,Low
256310,1333574,0,0,0,0,0,1.0949561e-05,Low
256311,1333575,0,0,0,0,0,7.006477e-06,Low
256312,1333576,0,0,0,0,0,8.747989e-06,Low
256313,1333577,0,0,0,0,0,5.7878997e-06,Low
256314,1333578,0,0,0,0,0,1.744763e-05,Low
256315,1333579,0,0,0,0,0,3.745981e-05,Low
256316,1333581,0,0,0,0,0,4.8577407e-05,Low
256317,1333582,0,0,0,0,0,3.78669e-06,Low
256318,1333583,0,0,0,0,0,1.4134203e-05,Low
256319,1333584,0,0,0,0,0,1.0366081e-05,Low
256320,1333585,0,0,0,0,0,7.630206e-06,Low
256321,1333586,0,0,0,0,0,3.868102e-05,Low
256322,1333587,0,0,0,0,0,1.9846933e-05,Low
256323,1333588,0,0,0,0,0,2.9797655e-05,Low
256324,1333589,0,0,0,0,0,1.4439208e-05,Low
256325,1333590,0,0,0,0,0,8.715912e-06,Low
256326,1333591,0,0,0,0,0,2.497802e-05,Low
256327,1333592,0,0,0,0,0,1.7086313e-05,Low
256328,1333593,0,0,0,0,0,8.330788e-06,Low
256329,1333595,0,0,0,0,0,5.2753043e-05,Low
256330,1333596,0,0,0,0,0,3.5155317e-06,Low
256331,1333597,0,0,0,0,0,1.601574e-05,Low
256332,1333598,0,0,0,0,0,1.0188811e-05,Low
256333,1333599,0,0,0,0,0,4.6695677e-05,Low
256334,1333600,0,0,0,0,0,1.0627733e-05,Low
256335,1333601,0,0,0,0,0,6.0932744e-06,Low
256336,1333602,0,0,0,0,0,2.1050802e-05,Low
256337,1333603,0,0,0,0,0,1.01904825e-05,Low
256338,1333605,0,0,0,0,0,4.1559782e-05,Low
256339,1333606,0,0,0,0,0,2.263513e-05,Low
256340,1333607,0,0,0,0,0,1.3179114e-05,Low
256341,1333608,0,0,0,0,0,2.1341797e-05,Low
256342,1333609,0,0,0,0,0,1.3737706e-05,Low
256343,1333613,0,0,0,0,0,1.0688943e-05,Low
256344,1333614,0,0,0,0,0,3.1216077e-05,Low
256345,1333615,0,0,0,0,0,1.635381e-05,Low
256346,1333616,0,0,0,0,0,6.488415e-05,Low
256347,1333617,0,0,0,0,0,3.250514e-05,Low
256348,1333618,0,0,0,0,0,1.9513116e-05,Low
256349,1333619,0,0,0,0,0,0.00014672452,Low
256350,1333620,0,0,0,0,0,1.0153126e-05,Low
256351,1333621,0,0,0,0,0,8.352792e-06,Low
256352,1333622,0,0,0,0,0,3.340673e-05,Low
256353,1333623,0,0,0,0,0,1.4765853e-05,Low
256354,1333624,0,0,0,0,0,2.9737444e-05,Low
256355,1333625,0,0,0,0,0,1.4581003e-05,Low
256356,1333626,0,0,0,0,0,1.2000066e-05,Low
256357,1333627,0,0,0,0,0,1.8287421e-05,Low
256358,1333628,0,0,0,0,0,6.196014e-06,Low
256359,1333629,0,0,0,0,0,1.6615793e-05,Low
256360,1333630,0,0,0,0,0,1.7903829e-05,Low
256361,1333631,0,0,0,0,0,6.736047e-05,Low
256362,1333632,0,0,0,0,0,1.5338668e-05,Low
256363,1333633,0,0,0,0,0,1.878117e-05,Low
256364,1333634,0,0,0,0,0,2.6911752e-05,Low
256365,1333635,0,0,0,0,0,3.3476732e-05,Low
256366,1333636,0,0,0,0,0,7.88602e-06,Low
256367,1333637,0,0,0,0,0,0.00010341277,Low
256368,1333638,0,0,0,0,0,1.9577608e-05,Low
256369,1333639,0,0,0,0,0,8.347059e-06,Low
256370,1333640,0,0,0,0,0,6.769083e-06,Low
256371,1333642,0,0,0,0,0,2.5882631e-05,Low
256372,1333643,0,0,0,0,0,3.0564337e-05,Low
256373,1333644,0,0,0,0,0,1.7275785e-05,Low
256374,1333645,0,0,0,0,0,1.9256766e-05,Low
256375,1333646,0,0,0,0,0,1.2524345e-05,Low
256376,1333647,0,0,0,0,0,6.237866e-06,Low
256377,1333648,0,0,0,0,0,5.6691635e-05,Low
256378,1333649,0,0,0,0,0,1.4223964e-05,Low
256379,1333650,0,0,0,0,0,4.8957732e-05,Low
256380,1333651,0,0,0,0,0,2.1253263e-05,Low
256381,1333652,0,0,0,0,0,1.3693939e-05,Low
256382,1333653,0,0,0,0,0,1.7777586e-05,Low
