,pk_cid,credit_card,debit_card,have_paymentcards_products,propensity_score,propensity_segment
132840,1190808,0,0,0,2.954907e-06,Low
132841,1190809,0,0,0,9.546347e-06,Low
132842,1190810,0,0,0,3.2133682e-06,Low
132843,1190811,0,0,0,2.1540545e-05,Low
132844,1190812,0,0,0,2.2739302e-06,Low
132845,1190813,0,0,0,4.2672928e-06,Low
132846,1190814,0,0,0,3.1557304e-06,Low
132847,1190815,0,0,0,3.9805986e-06,Low
132848,1190816,0,0,0,3.5119597e-06,Low
132849,1190817,0,0,0,5.010638e-06,Low
132850,1190818,0,0,0,2.9723778e-05,Low
132851,1190819,0,0,0,3.6985732e-06,Low
132852,1190820,0,0,0,7.3142146e-06,Low
132853,1190821,0,0,0,2.3418181e-06,Low
132854,1190822,0,0,0,1.9625013e-06,Low
132855,1190823,0,0,0,3.445294e-06,Low
132856,1190824,0,0,0,2.895373e-06,Low
132857,1190827,0,0,0,3.0200256e-06,Low
132858,1190828,0,0,0,3.3291283e-06,Low
132859,1190829,0,0,0,3.5343771e-06,Low
132860,1190830,0,0,0,3.1881245e-06,Low
132861,1190831,0,0,0,2.7497101e-06,Low
132862,1190832,0,0,0,4.020996e-06,Low
132863,1190833,0,0,0,3.4043564e-06,Low
132864,1190834,0,0,0,2.7545104e-06,Low
132865,1190835,0,0,0,3.15732e-06,Low
132866,1190836,0,0,0,4.6596856e-06,Low
132867,1190838,0,0,0,3.7546426e-06,Low
132868,1190839,0,0,0,5.739491e-06,Low
132869,1190840,0,0,0,3.5961004e-06,Low
132870,1190841,0,0,0,3.8720177e-06,Low
132871,1190842,0,0,0,4.3881796e-06,Low
132872,1190843,0,0,0,1.3160162e-05,Low
132873,1190844,0,0,0,3.939758e-06,Low
132874,1190845,0,0,0,4.9218656e-06,Low
132875,1190846,0,0,0,4.407186e-06,Low
132876,1190847,0,0,0,2.674192e-06,Low
132877,1190848,0,0,0,2.88931e-06,Low
132878,1190849,0,0,0,2.2690065e-06,Low
132879,1190850,0,0,0,4.3070986e-06,Low
132880,1190851,0,0,0,5.299221e-06,Low
132881,1190852,0,0,0,2.6183704e-06,Low
132882,1190853,0,0,0,3.491382e-06,Low
132883,1190854,0,0,0,2.6895916e-06,Low
132884,1190855,0,0,0,7.909165e-06,Low
132885,1190856,0,0,0,3.6767265e-06,Low
132886,1190857,0,0,0,3.9853426e-06,Low
132887,1190858,0,0,0,7.2341677e-06,Low
132888,1190859,0,0,0,3.3148083e-06,Low
132889,1190860,0,0,0,5.0945214e-06,Low
132890,1190861,0,0,0,3.72831e-06,Low
132891,1190862,0,0,0,6.7743013e-06,Low
132892,1190863,0,0,0,2.4526787e-06,Low
132893,1190864,0,0,0,3.5241453e-06,Low
132894,1190865,0,0,0,4.5269476e-06,Low
132895,1190866,0,0,0,3.8227017e-06,Low
132896,1190868,0,0,0,3.693409e-06,Low
132897,1190869,0,0,0,2.2551956e-06,Low
132898,1190870,0,0,0,4.055669e-06,Low
132899,1190871,0,0,0,1.788554e-06,Low
132900,1190872,0,0,0,4.031067e-06,Low
132901,1190873,0,0,0,2.7766494e-06,Low
132902,1190876,0,0,0,3.5122646e-06,Low
132903,1190878,0,0,0,5.927014e-06,Low
132904,1190879,0,0,0,2.3442606e-06,Low
132905,1190880,0,0,0,5.4893894e-06,Low
132906,1190881,0,0,0,3.1186944e-06,Low
132907,1190882,0,0,0,4.0887016e-06,Low
132908,1190883,0,0,0,3.1856205e-06,Low
132909,1190884,0,0,0,4.3351083e-06,Low
132910,1190885,0,0,0,3.983705e-06,Low
132911,1190886,0,0,0,4.233814e-06,Low
132912,1190888,0,0,0,3.6330914e-06,Low
132913,1190889,0,0,0,3.5348153e-06,Low
132914,1190890,0,0,0,2.7382875e-06,Low
132915,1190891,0,0,0,3.6561216e-06,Low
132916,1190892,0,0,0,4.0740197e-06,Low
132917,1190893,0,0,0,2.6312844e-06,Low
132918,1190894,0,0,0,7.0795472e-06,Low
132919,1190896,0,0,0,3.5218002e-06,Low
132920,1190898,0,0,0,3.3724302e-06,Low
132921,1190899,0,0,0,3.0981807e-06,Low
132922,1190900,0,0,0,4.919299e-06,Low
132923,1190901,0,0,0,3.2932217e-06,Low
132924,1190902,0,0,0,3.5179096e-06,Low
132925,1190904,0,0,0,3.9497945e-06,Low
132926,1190905,0,0,0,3.0674726e-06,Low
132927,1190906,0,0,0,3.2891883e-06,Low
132928,1190907,0,0,0,2.3879998e-06,Low
132929,1190908,0,0,0,3.586586e-06,Low
132930,1190909,0,0,0,4.3339423e-06,Low
132931,1190910,0,0,0,3.4695847e-06,Low
132932,1190911,0,0,0,4.4490907e-06,Low
132933,1190912,0,0,0,5.0597273e-06,Low
132934,1190913,0,0,0,3.7871378e-06,Low
132935,1190914,0,0,0,3.0838514e-06,Low
132936,1190915,0,0,0,3.2629941e-06,Low
132937,1190916,0,0,0,5.032442e-06,Low
132938,1190917,0,0,0,3.116019e-06,Low
132939,1190919,0,0,0,3.6561216e-06,Low
132940,1190921,0,0,0,3.3600481e-06,Low
132941,1190922,0,0,0,3.8657968e-06,Low
132942,1190923,0,0,0,2.7757649e-06,Low
132943,1190924,0,0,0,3.7002098e-06,Low
132944,1190926,0,0,0,2.4019366e-06,Low
132945,1190927,0,0,0,3.1923416e-06,Low
132946,1190928,0,0,0,4.661517e-06,Low
132947,1190929,0,0,0,3.076053e-06,Low
132948,1190930,0,0,0,2.1379517e-06,Low
132949,1190931,0,0,0,3.0102976e-06,Low
132950,1190932,0,0,0,3.605867e-06,Low
132951,1190933,0,0,0,2.9230923e-06,Low
132952,1190934,0,0,0,2.272246e-06,Low
132953,1190935,0,0,0,4.6403597e-06,Low
132954,1190936,0,0,0,2.731845e-06,Low
132955,1190937,0,0,0,3.149537e-06,Low
132956,1190938,0,0,0,2.290764e-05,Low
132957,1190939,0,0,0,6.112317e-06,Low
132958,1190940,0,0,0,3.6460658e-06,Low
132959,1190941,0,0,0,3.032126e-06,Low
132960,1190942,0,0,0,1.8238632e-06,Low
132961,1190943,0,0,0,4.8935494e-06,Low
132962,1190944,0,0,0,3.5631065e-06,Low
132963,1190946,0,0,0,3.3298106e-06,Low
132964,1190947,0,0,0,2.7433243e-06,Low
132965,1190948,0,0,0,1.0781019e-05,Low
132966,1190949,0,0,0,2.4182139e-06,Low
132967,1190950,0,0,0,3.7548073e-06,Low
132968,1190951,0,0,0,3.0831545e-06,Low
132969,1190952,0,0,0,5.2473724e-06,Low
132970,1190953,0,0,0,2.2076251e-06,Low
132971,1190955,0,0,0,3.964932e-06,Low
132972,1190956,0,0,0,2.7797385e-06,Low
132973,1190958,0,0,0,3.862053e-06,Low
132974,1190960,0,0,0,2.4438905e-06,Low
132975,1190961,0,0,0,2.8176946e-06,Low
132976,1190962,0,0,0,3.1557304e-06,Low
132977,1190963,0,0,0,2.9105747e-06,Low
132978,1190964,0,0,0,7.4772965e-06,Low
132979,1190965,0,0,0,6.669982e-06,Low
132980,1190966,0,0,0,3.553476e-06,Low
132981,1190967,0,0,0,5.4057587e-06,Low
132982,1190969,0,0,0,4.101038e-06,Low
132983,1190970,0,0,0,5.6031636e-06,Low
132984,1190971,0,0,0,2.693632e-06,Low
132985,1190972,0,0,0,3.7653858e-06,Low
132986,1190973,0,0,0,3.0952717e-06,Low
132987,1190974,0,0,0,3.264759e-06,Low
132988,1190975,0,0,0,3.4861318e-06,Low
132989,1190976,0,0,0,3.6625638e-06,Low
132990,1190977,0,0,0,5.11389e-06,Low
132991,1190978,0,0,0,4.083024e-06,Low
132992,1190979,0,0,0,3.9787997e-06,Low
132993,1190980,0,0,0,3.692261e-06,Low
132994,1190981,0,0,0,2.3770003e-06,Low
132995,1190982,0,0,0,3.346502e-06,Low
132996,1190983,0,0,0,2.4290334e-06,Low
132997,1190984,0,0,0,3.4936272e-06,Low
132998,1190985,0,0,0,3.1557304e-06,Low
132999,1190986,0,0,0,2.8788118e-06,Low
133000,1190987,0,0,0,1.1865693e-05,Low
133001,1190988,0,0,0,4.204473e-06,Low
133002,1190989,0,0,0,3.474121e-06,Low
133003,1190991,0,0,0,3.626867e-06,Low
133004,1190992,0,0,0,4.6403597e-06,Low
133005,1190993,0,0,0,3.5023104e-06,Low
133006,1190994,0,0,0,3.2291464e-06,Low
133007,1190996,0,0,0,3.3314848e-06,Low
133008,1190997,0,0,0,3.7741795e-06,Low
133009,1190998,0,0,0,4.389021e-06,Low
133010,1190999,0,0,0,3.1557304e-06,Low
133011,1191003,0,0,0,4.368238e-06,Low
133012,1191004,0,0,0,4.3934597e-06,Low
133013,1191005,0,0,0,2.984013e-06,Low
133014,1191006,0,0,0,8.6649925e-06,Low
133015,1191007,0,0,0,4.638108e-06,Low
133016,1191008,0,0,0,4.244179e-06,Low
133017,1191009,0,0,0,2.6139342e-06,Low
133018,1191010,0,0,0,4.025508e-06,Low
133019,1191012,0,0,0,4.509316e-06,Low
133020,1191013,0,0,0,3.4695847e-06,Low
133021,1191014,0,0,0,2.400169e-06,Low
133022,1191015,0,0,0,4.3934597e-06,Low
133023,1191016,0,0,0,5.878137e-06,Low
133024,1191017,0,0,0,2.67067e-06,Low
133025,1191018,0,0,0,3.9984466e-06,Low
133026,1191019,0,0,0,3.5119597e-06,Low
133027,1191020,0,0,0,1.959765e-06,Low
133028,1191021,0,0,0,4.012928e-06,Low
133029,1191022,0,0,0,3.492751e-06,Low
133030,1191023,0,0,0,2.4408414e-06,Low
133031,1191024,0,0,0,4.5615698e-06,Low
133032,1191025,0,0,0,2.827315e-06,Low
133033,1191026,0,0,0,1.9180625e-06,Low
133034,1191027,0,0,0,2.3781e-06,Low
133035,1191028,0,0,0,4.278127e-06,Low
133036,1191029,0,0,0,2.56011e-06,Low
133037,1191030,0,0,0,2.2551956e-06,Low
133038,1191031,0,0,0,2.2000147e-06,Low
133039,1191032,0,0,0,5.0394633e-06,Low
133040,1191033,0,0,0,4.54666e-06,Low
133041,1191034,0,0,0,4.6928294e-06,Low
133042,1191035,0,0,0,1.6685474e-06,Low
133043,1191036,0,0,0,2.260042e-06,Low
133044,1191037,0,0,0,3.1578952e-06,Low
133045,1191038,0,0,0,4.916185e-06,Low
133046,1191039,0,0,0,2.3109667e-06,Low
133047,1191040,0,0,0,1.0854948e-05,Low
133048,1191041,0,0,0,3.7235839e-06,Low
133049,1191043,0,0,0,2.7498543e-06,Low
133050,1191044,0,0,0,3.470432e-06,Low
133051,1191045,0,0,0,5.5190944e-06,Low
133052,1191046,0,0,0,2.679249e-06,Low
133053,1191047,0,0,0,2.6193593e-06,Low
133054,1191048,0,0,0,2.6412154e-06,Low
133055,1191049,0,0,0,3.982322e-06,Low
133056,1191050,0,0,0,3.1923416e-06,Low
133057,1191051,0,0,0,4.7904687e-06,Low
133058,1191052,0,0,0,4.0858677e-06,Low
133059,1191053,0,0,0,2.746725e-06,Low
133060,1191054,0,0,0,6.5525614e-06,Low
133061,1191055,0,0,0,3.872904e-06,Low
133062,1191056,0,0,0,3.713396e-06,Low
133063,1191057,0,0,0,5.0151557e-06,Low
133064,1191058,0,0,0,4.060951e-06,Low
133065,1191059,0,0,0,2.4999563e-05,Low
133066,1191060,0,0,0,3.3802805e-06,Low
133067,1191063,0,0,0,3.9722745e-06,Low
133068,1191064,0,0,0,2.6617554e-06,Low
133069,1191065,0,0,0,2.0397658e-06,Low
133070,1191066,0,0,0,5.3323142e-06,Low
133071,1191067,0,0,0,1.788554e-06,Low
133072,1191068,0,0,0,2.6079756e-06,Low
133073,1191069,0,0,0,3.2714192e-06,Low
133074,1191070,0,0,0,2.6567973e-06,Low
133075,1191071,0,0,0,3.083925e-06,Low
133076,1191072,0,0,0,4.46538e-06,Low
133077,1191073,0,0,0,1.1117451e-05,Low
133078,1191074,0,0,0,9.007903e-06,Low
133079,1191075,0,0,0,6.268184e-06,Low
133080,1191076,0,0,0,8.992136e-06,Low
133081,1191077,0,0,0,4.094652e-06,Low
133082,1191078,0,0,0,2.6526757e-06,Low
133083,1191079,0,0,0,6.3980933e-06,Low
133084,1191080,0,0,0,4.8678057e-06,Low
133085,1191082,0,0,0,4.013288e-06,Low
133086,1191083,0,0,0,3.060063e-06,Low
133087,1191084,0,0,0,2.3123512e-06,Low
133088,1191085,0,0,0,8.7338685e-06,Low
133089,1191086,0,0,0,3.4826562e-06,Low
133090,1191087,0,0,0,2.6924556e-06,Low
133091,1191088,0,0,0,2.8077725e-06,Low
133092,1191089,0,0,0,3.693409e-06,Low
133093,1191090,0,0,0,6.733761e-06,Low
133094,1191091,0,0,0,3.0650453e-06,Low
133095,1191092,0,0,0,3.2629691e-06,Low
133096,1191093,0,0,0,2.6457278e-06,Low
133097,1191094,0,0,0,3.9763186e-06,Low
133098,1191095,0,0,0,4.301881e-06,Low
133099,1191096,0,0,0,5.1565057e-06,Low
133100,1191097,0,0,0,2.0205348e-06,Low
133101,1191098,0,0,0,3.7007076e-06,Low
133102,1191099,0,0,0,4.131169e-06,Low
133103,1191100,0,0,0,6.000547e-06,Low
133104,1191101,0,0,0,2.0641721e-06,Low
133105,1191102,0,0,0,2.6076302e-06,Low
133106,1191103,0,0,0,5.511636e-06,Low
133107,1191104,0,0,0,2.4168698e-06,Low
133108,1191105,0,0,0,4.0351442e-06,Low
133109,1191106,0,0,0,3.3348604e-06,Low
133110,1191107,0,0,0,2.2018367e-06,Low
133111,1191108,0,0,0,2.404256e-06,Low
133112,1191109,0,0,0,3.815505e-06,Low
133113,1191110,0,0,0,3.982049e-06,Low
133114,1191111,0,0,0,3.4486438e-06,Low
133115,1191112,0,0,0,3.3996976e-06,Low
133116,1191113,0,0,0,3.2730545e-06,Low
133117,1191114,0,0,0,3.3489698e-06,Low
133118,1191117,0,0,0,3.3996976e-06,Low
133119,1191118,0,0,0,4.4495446e-06,Low
133120,1191119,0,0,0,2.5777542e-06,Low
133121,1191120,0,0,0,2.1785227e-06,Low
133122,1191121,0,0,0,3.4279956e-06,Low
133123,1191122,0,0,0,3.3593788e-06,Low
133124,1191123,0,0,0,4.3612863e-06,Low
133125,1191124,0,0,0,2.6605271e-06,Low
133126,1191125,0,0,0,2.8751324e-06,Low
133127,1191126,0,0,0,3.2788655e-06,Low
133128,1191127,0,0,0,2.4849317e-06,Low
133129,1191128,0,0,0,4.006928e-06,Low
133130,1191129,0,0,0,3.4908628e-06,Low
133131,1191130,0,0,0,4.4720023e-06,Low
133132,1191132,0,0,0,2.6400317e-06,Low
133133,1191133,0,0,0,4.9614428e-06,Low
133134,1191135,0,0,0,1.27782705e-05,Low
133135,1191136,0,0,0,1.0033433e-05,Low
133136,1191137,0,0,0,2.836922e-06,Low
133137,1191138,0,0,0,1.4252166e-05,Low
133138,1191139,0,0,0,2.2706906e-06,Low
133139,1191140,0,0,0,2.384104e-06,Low
133140,1191141,0,0,0,4.7894728e-06,Low
133141,1191142,0,0,0,3.3243914e-06,Low
133142,1191143,0,0,0,3.3773867e-06,Low
133143,1191144,0,0,0,3.8087062e-06,Low
133144,1191145,0,0,0,5.0258086e-06,Low
133145,1191146,0,0,0,3.4741406e-06,Low
133146,1191147,0,0,0,3.4735049e-06,Low
133147,1191148,0,0,0,6.5082136e-06,Low
133148,1191151,0,0,0,2.593731e-06,Low
133149,1191153,0,0,0,4.33821e-06,Low
133150,1191154,0,0,0,2.7914171e-05,Low
133151,1191155,0,0,0,4.5275783e-06,Low
133152,1191156,0,0,0,4.004193e-06,Low
133153,1191158,0,0,0,3.0144893e-06,Low
133154,1191159,0,0,0,3.899499e-06,Low
133155,1191160,0,0,0,2.4735211e-06,Low
133156,1191161,0,0,0,4.456259e-06,Low
133157,1191162,0,0,0,4.450576e-06,Low
133158,1191163,0,0,0,2.8787404e-06,Low
133159,1191164,0,0,0,3.1291218e-06,Low
133160,1191166,0,0,0,2.2723586e-06,Low
133161,1191167,0,0,0,2.365395e-06,Low
133162,1191168,0,0,0,2.7307065e-06,Low
133163,1191169,0,0,0,6.4179785e-06,Low
133164,1191170,0,0,0,3.7044754e-06,Low
133165,1191171,0,0,0,3.840398e-06,Low
133166,1191172,0,0,0,4.1746393e-06,Low
133167,1191174,0,0,0,2.8077725e-06,Low
133168,1191175,0,0,0,5.273138e-06,Low
133169,1191176,0,0,0,3.3300332e-06,Low
133170,1191177,0,0,0,4.427652e-06,Low
133171,1191178,0,0,0,5.1394404e-06,Low
133172,1191179,0,0,0,2.4223432e-06,Low
133173,1191181,0,0,0,3.1917143e-06,Low
133174,1191182,0,0,0,3.1092213e-06,Low
133175,1191183,0,0,0,6.2626204e-06,Low
133176,1191184,0,0,0,3.707497e-06,Low
133177,1191185,0,0,0,3.8189596e-06,Low
133178,1191186,0,0,0,5.7645325e-06,Low
133179,1191187,0,0,0,2.7996732e-06,Low
133180,1191188,0,0,0,3.4396112e-06,Low
133181,1191189,0,0,0,2.0415719e-06,Low
133182,1191190,0,0,0,6.6556345e-06,Low
133183,1191191,0,0,0,3.1240766e-06,Low
133184,1191192,0,0,0,2.0478037e-06,Low
133185,1191193,0,0,0,3.089191e-06,Low
133186,1191194,0,0,0,1.0629527e-05,Low
133187,1191195,0,0,0,4.2920133e-06,Low
133188,1191196,0,0,0,2.3781e-06,Low
133189,1191197,0,0,0,4.4988697e-06,Low
133190,1191198,0,0,0,4.002933e-06,Low
133191,1191199,0,0,0,2.8897591e-06,Low
133192,1191200,0,0,0,1.8273347e-06,Low
133193,1191201,0,0,0,2.6029118e-06,Low
133194,1191203,0,0,0,8.255857e-06,Low
133195,1191204,0,0,0,5.0227277e-06,Low
133196,1191205,0,0,0,2.2603717e-06,Low
133197,1191206,0,0,0,4.6942037e-06,Low
133198,1191207,0,0,0,3.6109393e-06,Low
133199,1191208,0,0,0,4.0938558e-06,Low
133200,1191209,0,0,0,2.6859468e-06,Low
133201,1191210,0,0,0,3.7309458e-06,Low
133202,1191212,0,0,0,2.075934e-06,Low
133203,1191213,0,0,0,7.899358e-06,Low
133204,1191214,0,0,0,2.2396543e-06,Low
133205,1191215,0,0,0,1.9538998e-06,Low
133206,1191216,0,0,0,2.1758588e-06,Low
133207,1191217,0,0,0,4.847672e-06,Low
133208,1191218,0,0,0,1.7729302e-06,Low
133209,1191219,0,0,0,2.9710136e-06,Low
133210,1191220,0,0,0,2.6356947e-06,Low
133211,1191222,0,0,0,6.288499e-06,Low
133212,1191223,0,0,0,2.6375728e-06,Low
133213,1191224,0,0,0,3.872904e-06,Low
133214,1191225,0,0,0,3.992171e-06,Low
133215,1191226,0,0,0,3.2791284e-06,Low
133216,1191227,0,0,0,2.2396543e-06,Low
133217,1191228,0,0,0,4.4170197e-06,Low
133218,1191229,0,0,0,2.075934e-06,Low
133219,1191230,0,0,0,4.4733374e-06,Low
133220,1191231,0,0,0,2.7329368e-06,Low
133221,1191232,0,0,0,3.500257e-06,Low
133222,1191233,0,0,0,7.876701e-06,Low
133223,1191234,0,0,0,2.4362878e-06,Low
133224,1191235,0,0,0,3.0567464e-06,Low
133225,1191236,0,0,0,3.5049e-06,Low
133226,1191237,0,0,0,3.2460632e-06,Low
133227,1191238,0,0,0,2.9228247e-06,Low
133228,1191239,0,0,0,4.131571e-06,Low
133229,1191241,0,0,0,3.7579384e-06,Low
133230,1191243,0,0,0,3.2273606e-06,Low
133231,1191245,0,0,0,4.9148957e-06,Low
133232,1191246,0,0,0,3.6261822e-06,Low
133233,1191247,0,0,0,5.4786524e-06,Low
133234,1191248,0,0,0,4.48257e-06,Low
133235,1191249,0,0,0,6.5604772e-06,Low
133236,1191250,0,0,0,2.3437867e-06,Low
133237,1191251,0,0,0,2.6677606e-06,Low
133238,1191252,0,0,0,6.23491e-06,Low
133239,1191253,0,0,0,4.7866783e-06,Low
133240,1191254,0,0,0,4.0713207e-06,Low
133241,1191255,0,0,0,2.433376e-06,Low
133242,1191256,0,0,0,4.009753e-06,Low
133243,1191257,0,0,0,6.23491e-06,Low
133244,1191258,0,0,0,5.6919703e-06,Low
133245,1191259,0,0,0,2.921501e-06,Low
133246,1191260,0,0,0,2.6562248e-06,Low
133247,1191261,0,0,0,4.6657688e-06,Low
133248,1191262,0,0,0,2.6249083e-06,Low
133249,1191263,0,0,0,6.251009e-06,Low
133250,1191264,0,0,0,2.4230455e-06,Low
133251,1191265,0,0,0,2.5408679e-06,Low
133252,1191266,0,0,0,3.0887165e-06,Low
133253,1191267,0,0,0,4.656443e-06,Low
133254,1191268,0,0,0,2.0914258e-06,Low
133255,1191269,0,0,0,3.6232439e-06,Low
133256,1191270,0,0,0,3.4984416e-06,Low
133257,1191271,0,0,0,3.3083152e-06,Low
133258,1191272,0,0,0,4.375213e-06,Low
133259,1191273,0,0,0,2.1131586e-06,Low
133260,1191274,0,0,0,4.0644736e-06,Low
133261,1191275,0,0,0,3.710833e-06,Low
133262,1191276,0,0,0,4.8530424e-06,Low
133263,1191277,0,0,0,2.4564124e-06,Low
133264,1191278,0,0,0,8.822992e-06,Low
133265,1191279,0,0,0,4.471222e-06,Low
133266,1191280,0,0,0,3.3422216e-06,Low
133267,1191281,0,0,0,1.8114049e-06,Low
133268,1191282,0,0,0,4.1186713e-06,Low
133269,1191283,0,0,0,3.953039e-06,Low
133270,1191284,0,0,0,2.6154105e-06,Low
133271,1191287,0,0,0,3.176783e-06,Low
133272,1191289,0,0,0,3.0019382e-06,Low
133273,1191290,0,0,0,3.9713577e-06,Low
133274,1191291,0,0,0,3.3966803e-06,Low
133275,1191292,0,0,0,4.3249543e-06,Low
133276,1191293,0,0,0,4.656443e-06,Low
133277,1191294,0,0,0,2.5967852e-06,Low
133278,1191295,0,0,0,2.7827464e-06,Low
133279,1191296,0,0,0,3.6404128e-06,Low
133280,1191297,0,0,0,5.926681e-06,Low
133281,1191304,0,0,0,3.7579384e-06,Low
133282,1191305,0,0,0,4.3103037e-06,Low
133283,1191306,0,0,0,3.7848954e-06,Low
133284,1191308,0,0,0,2.1810963e-06,Low
133285,1191309,0,0,0,3.4881073e-06,Low
133286,1191310,0,0,0,5.225216e-06,Low
133287,1191311,0,0,0,6.1267847e-06,Low
133288,1191312,0,0,0,7.421918e-06,Low
133289,1191313,0,0,0,9.1552465e-06,Low
133290,1191314,0,0,0,4.947056e-06,Low
133291,1191315,0,0,0,3.1174961e-06,Low
133292,1191316,0,0,0,3.878563e-06,Low
133293,1191317,0,0,0,2.5042038e-06,Low
133294,1191318,0,0,0,9.263076e-06,Low
133295,1191319,0,0,0,4.1888406e-06,Low
133296,1191320,0,0,0,3.1558238e-06,Low
133297,1191321,0,0,0,4.101038e-06,Low
133298,1191322,0,0,0,2.1623816e-06,Low
133299,1191323,0,0,0,8.468767e-06,Low
133300,1191324,0,0,0,7.020449e-06,Low
133301,1191325,0,0,0,5.3508775e-06,Low
133302,1191326,0,0,0,4.730705e-06,Low
133303,1191327,0,0,0,3.5594524e-06,Low
133304,1191328,0,0,0,2.4084923e-06,Low
133305,1191329,0,0,0,2.8580682e-06,Low
133306,1191330,0,0,0,2.811781e-06,Low
133307,1191331,0,0,0,2.5421816e-06,Low
133308,1191332,0,0,0,3.6469178e-06,Low
133309,1191333,0,0,0,5.99589e-06,Low
133310,1191334,0,0,0,4.1264443e-06,Low
133311,1191335,0,0,0,4.07442e-06,Low
133312,1191336,0,0,0,2.5904185e-06,Low
133313,1191337,0,0,0,4.562288e-06,Low
133314,1191338,0,0,0,4.820638e-06,Low
133315,1191339,0,0,0,6.338322e-06,Low
133316,1191340,0,0,0,2.2429397e-06,Low
133317,1191341,0,0,0,3.118076e-06,Low
133318,1191342,0,0,0,3.872904e-06,Low
133319,1191343,0,0,0,2.7890298e-06,Low
133320,1191344,0,0,0,3.5198022e-06,Low
133321,1191345,0,0,0,2.1323865e-06,Low
133322,1191346,0,0,0,4.4525373e-06,Low
133323,1191347,0,0,0,3.8508138e-06,Low
133324,1191348,0,0,0,4.7509775e-06,Low
133325,1191349,0,0,0,5.885839e-06,Low
133326,1191350,0,0,0,3.2214657e-06,Low
133327,1191351,0,0,0,2.7698259e-06,Low
133328,1191352,0,0,0,3.3996976e-06,Low
133329,1191354,0,0,0,3.1765585e-06,Low
133330,1191355,0,0,0,5.0740355e-06,Low
133331,1191356,0,0,0,1.9589036e-06,Low
133332,1191357,0,0,0,3.155282e-06,Low
133333,1191358,0,0,0,2.5465445e-06,Low
133334,1191359,0,0,0,3.1560405e-06,Low
133335,1191360,0,0,0,3.7786888e-06,Low
133336,1191361,0,0,0,3.0019382e-06,Low
133337,1191362,0,0,0,4.6612768e-06,Low
133338,1191363,0,0,0,2.433485e-06,Low
133339,1191364,0,0,0,1.072375e-05,Low
133340,1191365,0,0,0,4.0191444e-06,Low
133341,1191366,0,0,0,5.592439e-06,Low
133342,1191367,0,0,0,2.3613493e-06,Low
133343,1191368,0,0,0,4.6962186e-06,Low
133344,1191369,0,0,0,2.5967852e-06,Low
133345,1191370,0,0,0,1.3597332e-06,Low
133346,1191371,0,0,0,3.491382e-06,Low
133347,1191372,0,0,0,2.0778334e-06,Low
133348,1191373,0,0,0,5.174965e-06,Low
133349,1191375,0,0,0,7.176283e-06,Low
133350,1191376,0,0,0,3.998877e-06,Low
133351,1191377,0,0,0,2.9067855e-06,Low
133352,1191378,0,0,0,3.0803828e-06,Low
133353,1191379,0,0,0,1.8684898e-06,Low
133354,1191380,0,0,0,5.486615e-06,Low
133355,1191381,0,0,0,2.7428066e-06,Low
133356,1191382,0,0,0,4.355891e-06,Low
133357,1191383,0,0,0,2.8203453e-06,Low
133358,1191388,0,0,0,9.956643e-06,Low
133359,1191390,0,0,0,1.4238811e-05,Low
133360,1191391,0,0,0,1.0057967e-05,Low
133361,1191393,0,0,0,5.8821524e-06,Low
133362,1191395,0,0,0,5.7608554e-06,Low
133363,1191396,0,0,0,1.27746025e-05,Low
133364,1191401,0,0,0,5.867765e-05,Low
133365,1191402,0,0,0,1.6243159e-05,Low
133366,1191403,0,0,0,1.2953232e-05,Low
133367,1191408,0,0,0,1.1335791e-05,Low
133368,1191409,0,0,0,7.4839168e-06,Low
133369,1191412,0,0,0,1.0619405e-05,Low
133370,1191414,0,0,0,1.7819868e-05,Low
133371,1191415,0,0,0,3.840398e-06,Low
133372,1191417,0,0,0,1.00782845e-05,Low
133373,1191421,0,0,0,8.450099e-06,Low
133374,1191422,0,0,0,6.5979293e-06,Low
133375,1191423,0,0,0,6.988412e-06,Low
133376,1191424,0,0,0,9.105336e-06,Low
133377,1191425,0,0,0,3.2855514e-06,Low
133378,1191426,0,0,0,1.525057e-05,Low
133379,1191427,0,0,0,4.18769e-06,Low
133380,1191431,0,0,0,1.2957816e-05,Low
133381,1191435,0,0,0,7.4698837e-06,Low
133382,1191436,0,0,0,2.9028877e-06,Low
133383,1191437,0,0,0,3.524495e-06,Low
133384,1191439,0,0,0,2.3366572e-05,Low
133385,1191445,0,0,0,1.8785433e-05,Low
133386,1191446,0,0,0,7.2611583e-06,Low
133387,1191447,0,0,0,3.669864e-06,Low
133388,1191451,0,0,0,1.2338269e-05,Low
133389,1191453,0,0,0,5.181439e-06,Low
133390,1191455,0,0,0,4.6917553e-06,Low
133391,1191456,0,0,0,7.556833e-06,Low
133392,1191457,0,0,0,1.6193526e-05,Low
133393,1191458,0,0,0,7.811328e-06,Low
133394,1191460,0,0,0,5.880756e-06,Low
133395,1191461,0,0,0,2.5557629e-06,Low
133396,1191462,0,0,0,1.7223883e-05,Low
133397,1191466,0,0,0,4.7576514e-06,Low
133398,1191467,0,0,0,9.8198725e-06,Low
133399,1191471,0,0,0,2.2465176e-05,Low
133400,1191475,0,0,0,1.6363701e-05,Low
133401,1191476,0,0,0,8.052124e-06,Low
133402,1191477,0,0,0,7.5361854e-06,Low
133403,1191480,0,0,0,6.5267855e-06,Low
133404,1191484,0,0,0,1.6283422e-05,Low
