pk_cid,cluster,cluster_name
1522683,3,Profesionales Dormidos
1522684,7,Valor Medio-Alto
1522686,4,Alto Valor Principal
1522687,7,Valor Medio-Alto
1522690,7,Valor Medio-Alto
1522691,4,Alto Valor Principal
1522693,7,Valor Medio-Alto
1522694,3,Profesionales Dormidos
1522696,7,Valor Medio-Alto
1522698,7,Valor Medio-Alto
1522699,4,Alto Valor Principal
1522701,3,Profesionales Dormidos
1522702,4,Alto Valor Principal
1522703,4,Alto Valor Principal
1522704,4,Alto Valor Principal
1522705,4,Alto Valor Principal
1522706,4,Alto Valor Principal
1522707,4,Alto Valor Principal
1522709,3,Profesionales Dormidos
1522711,4,Alto Valor Principal
1522712,6,Alto Potencial Virgen
1522713,7,Valor Medio-Alto
1522714,4,Alto Valor Principal
1522716,4,Alto Valor Principal
1522717,7,Valor Medio-Alto
1522718,8,Emergentes Premium
1522719,2,Inactivos Totales
1522721,4,Alto Valor Principal
1522724,7,Valor Medio-Alto
1522726,3,Profesionales Dormidos
1522729,4,Alto Valor Principal
1522731,4,Alto Valor Principal
1522733,7,Valor Medio-Alto
1522734,7,Valor Medio-Alto
1522735,3,Profesionales Dormidos
1522736,7,Valor Medio-Alto
1522737,4,Alto Valor Principal
1522738,7,Valor Medio-Alto
1522739,7,Valor Medio-Alto
1522740,4,Alto Valor Principal
1522743,4,Alto Valor Principal
1522745,7,Valor Medio-Alto
1522747,7,Valor Medio-Alto
1522749,5,Jóvenes Activos Básicos
1522750,4,Alto Valor Principal
1522751,1,Universitarios Estándar
1522752,4,Alto Valor Principal
1522753,4,Alto Valor Principal
1522754,4,Alto Valor Principal
1522755,3,Profesionales Dormidos
1522756,4,Alto Valor Principal
1522757,4,Alto Valor Principal
1522758,4,Alto Valor Principal
1522764,4,Alto Valor Principal
1522766,7,Valor Medio-Alto
1522767,4,Alto Valor Principal
1522768,8,Emergentes Premium
1522770,4,Alto Valor Principal
1522772,4,Alto Valor Principal
1522773,6,Alto Potencial Virgen
1522774,4,Alto Valor Principal
1522776,7,Valor Medio-Alto
1522777,4,Alto Valor Principal
1522778,7,Valor Medio-Alto
1522779,4,Alto Valor Principal
1522782,3,Profesionales Dormidos
1522785,4,Alto Valor Principal
1522789,4,Alto Valor Principal
1522790,3,Profesionales Dormidos
1522791,3,Profesionales Dormidos
1522792,3,Profesionales Dormidos
1522793,3,Profesionales Dormidos
1522794,4,Alto Valor Principal
1522795,4,Alto Valor Principal
1522797,4,Alto Valor Principal
1522798,5,Jóvenes Activos Básicos
1522800,7,Valor Medio-Alto
1522802,4,Alto Valor Principal
1522803,7,Valor Medio-Alto
1522805,3,Profesionales Dormidos
1522807,7,Valor Medio-Alto
1522809,3,Profesionales Dormidos
1522810,7,Valor Medio-Alto
1522811,4,Alto Valor Principal
1522812,7,Valor Medio-Alto
1522813,6,Alto Potencial Virgen
1522814,4,Alto Valor Principal
1522816,8,Emergentes Premium
1522819,4,Alto Valor Principal
1522820,3,Profesionales Dormidos
1522821,5,Jóvenes Activos Básicos
1522822,4,Alto Valor Principal
1522824,7,Valor Medio-Alto
1522825,4,Alto Valor Principal
1522827,7,Valor Medio-Alto
1522829,7,Valor Medio-Alto
1522830,4,Alto Valor Principal
1522832,3,Profesionales Dormidos
1522833,4,Alto Valor Principal
1522834,4,Alto Valor Principal
1522835,4,Alto Valor Principal
1522836,3,Profesionales Dormidos
1522838,1,Universitarios Estándar
1522840,7,Valor Medio-Alto
1522841,7,Valor Medio-Alto
1522842,4,Alto Valor Principal
1522844,7,Valor Medio-Alto
1522845,4,Alto Valor Principal
1522846,7,Valor Medio-Alto
1522847,4,Alto Valor Principal
1522849,3,Profesionales Dormidos
1522850,7,Valor Medio-Alto
1522851,7,Valor Medio-Alto
1522852,7,Valor Medio-Alto
1522853,7,Valor Medio-Alto
1522855,4,Alto Valor Principal
1522856,4,Alto Valor Principal
1522858,7,Valor Medio-Alto
1522859,8,Emergentes Premium
1522860,7,Valor Medio-Alto
1522862,7,Valor Medio-Alto
1522864,4,Alto Valor Principal
1522865,3,Profesionales Dormidos
1522866,4,Alto Valor Principal
1522868,4,Alto Valor Principal
1522869,7,Valor Medio-Alto
1522870,4,Alto Valor Principal
1522873,4,Alto Valor Principal
1522874,7,Valor Medio-Alto
1522875,4,Alto Valor Principal
1522876,8,Emergentes Premium
1522877,3,Profesionales Dormidos
1522878,7,Valor Medio-Alto
1522880,4,Alto Valor Principal
1522881,3,Profesionales Dormidos
1522882,4,Alto Valor Principal
1522883,7,Valor Medio-Alto
1522884,4,Alto Valor Principal
1522885,8,Emergentes Premium
1522886,3,Profesionales Dormidos
1522887,5,Jóvenes Activos Básicos
1522888,4,Alto Valor Principal
1522889,3,Profesionales Dormidos
1522891,8,Emergentes Premium
1522892,4,Alto Valor Principal
1522893,7,Valor Medio-Alto
1522896,7,Valor Medio-Alto
1522897,3,Profesionales Dormidos
1522898,3,Profesionales Dormidos
1522899,3,Profesionales Dormidos
1522900,7,Valor Medio-Alto
1522901,3,Profesionales Dormidos
1522902,3,Profesionales Dormidos
1522903,8,Emergentes Premium
1522905,3,Profesionales Dormidos
1522906,8,Emergentes Premium
1522909,1,Universitarios Estándar
1522910,4,Alto Valor Principal
1522912,8,Emergentes Premium
1522913,4,Alto Valor Principal
1522914,7,Valor Medio-Alto
1522916,4,Alto Valor Principal
1522917,3,Profesionales Dormidos
1522918,7,Valor Medio-Alto
1522919,4,Alto Valor Principal
1522920,3,Profesionales Dormidos
1522921,7,Valor Medio-Alto
1522922,4,Alto Valor Principal
1522923,7,Valor Medio-Alto
1522925,3,Profesionales Dormidos
1522926,4,Alto Valor Principal
1522928,4,Alto Valor Principal
1522930,7,Valor Medio-Alto
1522931,7,Valor Medio-Alto
1522932,3,Profesionales Dormidos
1522933,7,Valor Medio-Alto
1522934,7,Valor Medio-Alto
1522935,7,Valor Medio-Alto
1522936,4,Alto Valor Principal
1522938,7,Valor Medio-Alto
1522939,7,Valor Medio-Alto
1522940,7,Valor Medio-Alto
1522942,4,Alto Valor Principal
1522947,4,Alto Valor Principal
1522948,4,Alto Valor Principal
1522949,4,Alto Valor Principal
1522950,4,Alto Valor Principal
1522951,7,Valor Medio-Alto
1522954,7,Valor Medio-Alto
1522956,4,Alto Valor Principal
1522957,3,Profesionales Dormidos
1522958,7,Valor Medio-Alto
1522960,3,Profesionales Dormidos
1522961,4,Alto Valor Principal
1522962,4,Alto Valor Principal
1522964,7,Valor Medio-Alto
1522965,8,Emergentes Premium
1522966,4,Alto Valor Principal
1522967,7,Valor Medio-Alto
1522968,4,Alto Valor Principal
1522970,7,Valor Medio-Alto
1522971,3,Profesionales Dormidos
1522972,4,Alto Valor Principal
1522973,4,Alto Valor Principal
1522974,4,Alto Valor Principal
1522975,4,Alto Valor Principal
1522976,4,Alto Valor Principal
1522979,8,Emergentes Premium
1522981,7,Valor Medio-Alto
1522983,7,Valor Medio-Alto
1522985,7,Valor Medio-Alto
1522986,4,Alto Valor Principal
1522987,7,Valor Medio-Alto
1522988,7,Valor Medio-Alto
1522989,4,Alto Valor Principal
1522990,7,Valor Medio-Alto
1522992,7,Valor Medio-Alto
1522994,7,Valor Medio-Alto
1522995,4,Alto Valor Principal
1522996,4,Alto Valor Principal
1522998,7,Valor Medio-Alto
1522999,7,Valor Medio-Alto
1523000,4,Alto Valor Principal
1523003,4,Alto Valor Principal
1523005,7,Valor Medio-Alto
1523006,4,Alto Valor Principal
1523008,4,Alto Valor Principal
1523009,4,Alto Valor Principal
1523010,4,Alto Valor Principal
1523012,4,Alto Valor Principal
1523015,7,Valor Medio-Alto
1523016,3,Profesionales Dormidos
1523017,4,Alto Valor Principal
1523018,4,Alto Valor Principal
1523019,3,Profesionales Dormidos
1523020,4,Alto Valor Principal
1523021,7,Valor Medio-Alto
1523024,4,Alto Valor Principal
1523025,7,Valor Medio-Alto
1523026,4,Alto Valor Principal
1523028,4,Alto Valor Principal
1523029,3,Profesionales Dormidos
1523030,4,Alto Valor Principal
1523031,4,Alto Valor Principal
1523032,4,Alto Valor Principal
1523034,7,Valor Medio-Alto
1523035,4,Alto Valor Principal
1523036,7,Valor Medio-Alto
1523037,7,Valor Medio-Alto
1523039,3,Profesionales Dormidos
1523040,4,Alto Valor Principal
1523041,4,Alto Valor Principal
1523042,4,Alto Valor Principal
1523043,4,Alto Valor Principal
1523044,3,Profesionales Dormidos
1523045,4,Alto Valor Principal
1523046,7,Valor Medio-Alto
1523047,4,Alto Valor Principal
1523049,7,Valor Medio-Alto
1523050,7,Valor Medio-Alto
1523054,3,Profesionales Dormidos
1523055,3,Profesionales Dormidos
1523057,3,Profesionales Dormidos
1523058,2,Inactivos Totales
1523059,4,Alto Valor Principal
1523060,4,Alto Valor Principal
1523062,7,Valor Medio-Alto
1523063,3,Profesionales Dormidos
1523064,4,Alto Valor Principal
1523065,7,Valor Medio-Alto
1523067,7,Valor Medio-Alto
1523068,7,Valor Medio-Alto
1523069,4,Alto Valor Principal
1523070,7,Valor Medio-Alto
1523072,8,Emergentes Premium
1523074,4,Alto Valor Principal
1523075,7,Valor Medio-Alto
1523076,4,Alto Valor Principal
1523077,7,Valor Medio-Alto
1523078,7,Valor Medio-Alto
1523079,4,Alto Valor Principal
1523081,3,Profesionales Dormidos
1523082,4,Alto Valor Principal
1523084,4,Alto Valor Principal
1523085,7,Valor Medio-Alto
1523086,4,Alto Valor Principal
1523087,3,Profesionales Dormidos
1523088,4,Alto Valor Principal
1523089,5,Jóvenes Activos Básicos
1523090,7,Valor Medio-Alto
1523091,3,Profesionales Dormidos
1523092,8,Emergentes Premium
1523093,4,Alto Valor Principal
1523095,3,Profesionales Dormidos
1523096,4,Alto Valor Principal
1523098,7,Valor Medio-Alto
1523100,3,Profesionales Dormidos
1523101,7,Valor Medio-Alto
1523102,5,Jóvenes Activos Básicos
1523103,6,Alto Potencial Virgen
1523104,4,Alto Valor Principal
1523107,4,Alto Valor Principal
1523109,3,Profesionales Dormidos
1523110,7,Valor Medio-Alto
1523111,4,Alto Valor Principal
1523112,7,Valor Medio-Alto
1523113,4,Alto Valor Principal
1523116,4,Alto Valor Principal
1523119,7,Valor Medio-Alto
1523120,4,Alto Valor Principal
1523121,3,Profesionales Dormidos
1523122,7,Valor Medio-Alto
1523123,7,Valor Medio-Alto
1523124,4,Alto Valor Principal
1523126,3,Profesionales Dormidos
1523127,4,Alto Valor Principal
1523128,4,Alto Valor Principal
1523129,4,Alto Valor Principal
1523131,4,Alto Valor Principal
1523133,8,Emergentes Premium
1523134,4,Alto Valor Principal
1523135,3,Profesionales Dormidos
1523136,7,Valor Medio-Alto
1523137,4,Alto Valor Principal
1523139,4,Alto Valor Principal
1523140,3,Profesionales Dormidos
1523141,5,Jóvenes Activos Básicos
1523142,7,Valor Medio-Alto
1523143,4,Alto Valor Principal
1523145,7,Valor Medio-Alto
1523146,1,Universitarios Estándar
1523147,8,Emergentes Premium
1523149,4,Alto Valor Principal
1523150,4,Alto Valor Principal
1523152,3,Profesionales Dormidos
1523153,7,Valor Medio-Alto
1523156,4,Alto Valor Principal
1523157,4,Alto Valor Principal
1523158,4,Alto Valor Principal
1523160,7,Valor Medio-Alto
1523161,3,Profesionales Dormidos
1523162,8,Emergentes Premium
1523163,4,Alto Valor Principal
1523164,4,Alto Valor Principal
1523165,3,Profesionales Dormidos
1523166,4,Alto Valor Principal
1523167,4,Alto Valor Principal
1523168,4,Alto Valor Principal
1523170,4,Alto Valor Principal
1523171,4,Alto Valor Principal
1523172,4,Alto Valor Principal
1523174,3,Profesionales Dormidos
1523175,4,Alto Valor Principal
1523176,4,Alto Valor Principal
1523177,4,Alto Valor Principal
1523179,4,Alto Valor Principal
1523181,8,Emergentes Premium
1523182,4,Alto Valor Principal
1523183,3,Profesionales Dormidos
1523184,3,Profesionales Dormidos
1523186,7,Valor Medio-Alto
1523187,3,Profesionales Dormidos
1523188,3,Profesionales Dormidos
1523191,8,Emergentes Premium
1523192,4,Alto Valor Principal
1523193,7,Valor Medio-Alto
1523196,3,Profesionales Dormidos
1523197,7,Valor Medio-Alto
1523198,7,Valor Medio-Alto
1523199,7,Valor Medio-Alto
1523201,7,Valor Medio-Alto
1523202,7,Valor Medio-Alto
1523203,7,Valor Medio-Alto
1523205,8,Emergentes Premium
1523206,4,Alto Valor Principal
1523207,4,Alto Valor Principal
1523208,4,Alto Valor Principal
1523209,7,Valor Medio-Alto
1523211,8,Emergentes Premium
1523212,4,Alto Valor Principal
1523213,3,Profesionales Dormidos
1523214,7,Valor Medio-Alto
1523215,3,Profesionales Dormidos
1523216,3,Profesionales Dormidos
1523217,7,Valor Medio-Alto
1523219,7,Valor Medio-Alto
1523221,5,Jóvenes Activos Básicos
1523222,7,Valor Medio-Alto
1523224,7,Valor Medio-Alto
1523225,2,Inactivos Totales
1523226,7,Valor Medio-Alto
1523228,7,Valor Medio-Alto
1523230,3,Profesionales Dormidos
1523232,7,Valor Medio-Alto
1523236,8,Emergentes Premium
1523238,7,Valor Medio-Alto
1523239,3,Profesionales Dormidos
1523240,8,Emergentes Premium
1523241,7,Valor Medio-Alto
1523242,4,Alto Valor Principal
1523243,7,Valor Medio-Alto
1523245,7,Valor Medio-Alto
1523246,4,Alto Valor Principal
1523247,8,Emergentes Premium
1523249,4,Alto Valor Principal
1523250,4,Alto Valor Principal
1523251,4,Alto Valor Principal
1523252,3,Profesionales Dormidos
1523254,7,Valor Medio-Alto
1523255,4,Alto Valor Principal
1523256,4,Alto Valor Principal
1523257,8,Emergentes Premium
1523259,4,Alto Valor Principal
1523261,4,Alto Valor Principal
1523263,7,Valor Medio-Alto
1523265,7,Valor Medio-Alto
1523266,4,Alto Valor Principal
1523267,7,Valor Medio-Alto
1523269,3,Profesionales Dormidos
1523270,3,Profesionales Dormidos
1523272,4,Alto Valor Principal
1523273,4,Alto Valor Principal
1523274,7,Valor Medio-Alto
1523275,4,Alto Valor Principal
1523276,1,Universitarios Estándar
1523278,7,Valor Medio-Alto
1523279,8,Emergentes Premium
1523281,7,Valor Medio-Alto
1523283,3,Profesionales Dormidos
1523285,4,Alto Valor Principal
1523286,4,Alto Valor Principal
1523287,3,Profesionales Dormidos
1523289,4,Alto Valor Principal
1523290,7,Valor Medio-Alto
1523291,7,Valor Medio-Alto
1523292,3,Profesionales Dormidos
1523293,6,Alto Potencial Virgen
1523295,4,Alto Valor Principal
1523296,3,Profesionales Dormidos
1523297,7,Valor Medio-Alto
1523299,8,Emergentes Premium
1523300,3,Profesionales Dormidos
1523301,3,Profesionales Dormidos
1523302,7,Valor Medio-Alto
1523303,7,Valor Medio-Alto
1523304,4,Alto Valor Principal
1523305,4,Alto Valor Principal
1523306,4,Alto Valor Principal
1523307,4,Alto Valor Principal
1523308,4,Alto Valor Principal
1523309,3,Profesionales Dormidos
1523310,4,Alto Valor Principal
1523312,3,Profesionales Dormidos
1523313,7,Valor Medio-Alto
1523314,3,Profesionales Dormidos
1523315,4,Alto Valor Principal
1523316,7,Valor Medio-Alto
1523317,7,Valor Medio-Alto
1523318,7,Valor Medio-Alto
1523320,7,Valor Medio-Alto
1523324,3,Profesionales Dormidos
1523325,3,Profesionales Dormidos
1523329,3,Profesionales Dormidos
1523330,7,Valor Medio-Alto
1523331,4,Alto Valor Principal
1523332,2,Inactivos Totales
1523333,4,Alto Valor Principal
1523335,4,Alto Valor Principal
1523336,3,Profesionales Dormidos
1523337,8,Emergentes Premium
1523338,3,Profesionales Dormidos
1523339,4,Alto Valor Principal
1523341,7,Valor Medio-Alto
1523342,3,Profesionales Dormidos
1523343,3,Profesionales Dormidos
1523344,4,Alto Valor Principal
1523345,7,Valor Medio-Alto
1523349,7,Valor Medio-Alto
1523352,4,Alto Valor Principal
1523353,4,Alto Valor Principal
1523354,4,Alto Valor Principal
1523357,3,Profesionales Dormidos
1523358,7,Valor Medio-Alto
1523360,3,Profesionales Dormidos
1523363,4,Alto Valor Principal
1523364,7,Valor Medio-Alto
1523365,2,Inactivos Totales
1523366,7,Valor Medio-Alto
1523367,7,Valor Medio-Alto
1523368,4,Alto Valor Principal
1523370,4,Alto Valor Principal
1523371,5,Jóvenes Activos Básicos
1523372,4,Alto Valor Principal
1523373,7,Valor Medio-Alto
1523375,7,Valor Medio-Alto
1523376,7,Valor Medio-Alto
1523377,7,Valor Medio-Alto
1523379,8,Emergentes Premium
1523383,3,Profesionales Dormidos
1523384,3,Profesionales Dormidos
1523386,7,Valor Medio-Alto
1523387,7,Valor Medio-Alto
1523388,7,Valor Medio-Alto
1523389,3,Profesionales Dormidos
1523390,7,Valor Medio-Alto
1523391,1,Universitarios Estándar
1523392,4,Alto Valor Principal
1523393,3,Profesionales Dormidos
1523394,7,Valor Medio-Alto
1523396,3,Profesionales Dormidos
1523397,4,Alto Valor Principal
1523400,4,Alto Valor Principal
1523401,4,Alto Valor Principal
1523403,3,Profesionales Dormidos
1523404,4,Alto Valor Principal
1523405,3,Profesionales Dormidos
1523407,7,Valor Medio-Alto
1523408,7,Valor Medio-Alto
1523409,4,Alto Valor Principal
1523410,8,Emergentes Premium
1523412,7,Valor Medio-Alto
1523413,7,Valor Medio-Alto
1523414,7,Valor Medio-Alto
1523415,7,Valor Medio-Alto
1523416,7,Valor Medio-Alto
1523417,3,Profesionales Dormidos
1523419,4,Alto Valor Principal
1523421,7,Valor Medio-Alto
1523422,8,Emergentes Premium
1523423,8,Emergentes Premium
1523424,7,Valor Medio-Alto
1523425,4,Alto Valor Principal
1523426,3,Profesionales Dormidos
1523427,3,Profesionales Dormidos
1523428,4,Alto Valor Principal
1523429,7,Valor Medio-Alto
1523431,4,Alto Valor Principal
1523432,3,Profesionales Dormidos
1523433,3,Profesionales Dormidos
1523434,3,Profesionales Dormidos
1523435,7,Valor Medio-Alto
1523436,7,Valor Medio-Alto
1523437,3,Profesionales Dormidos
1523438,7,Valor Medio-Alto
1523440,7,Valor Medio-Alto
1523441,3,Profesionales Dormidos
1523442,5,Jóvenes Activos Básicos
1523443,7,Valor Medio-Alto
1523444,4,Alto Valor Principal
1523445,4,Alto Valor Principal
1523446,3,Profesionales Dormidos
1523447,8,Emergentes Premium
1523448,7,Valor Medio-Alto
1523449,4,Alto Valor Principal
1523450,7,Valor Medio-Alto
1523451,7,Valor Medio-Alto
1523452,7,Valor Medio-Alto
1523454,4,Alto Valor Principal
1523455,4,Alto Valor Principal
1523459,3,Profesionales Dormidos
1523461,7,Valor Medio-Alto
1523462,3,Profesionales Dormidos
1523463,4,Alto Valor Principal
1523465,7,Valor Medio-Alto
1523466,7,Valor Medio-Alto
1523467,3,Profesionales Dormidos
1523469,4,Alto Valor Principal
1523470,7,Valor Medio-Alto
1523472,3,Profesionales Dormidos
1523473,5,Jóvenes Activos Básicos
1523474,7,Valor Medio-Alto
1523475,1,Universitarios Estándar
1523477,4,Alto Valor Principal
1523478,1,Universitarios Estándar
1523479,8,Emergentes Premium
1523481,4,Alto Valor Principal
1523482,4,Alto Valor Principal
1523483,4,Alto Valor Principal
1523485,7,Valor Medio-Alto
1523486,3,Profesionales Dormidos
1523487,6,Alto Potencial Virgen
1523488,5,Jóvenes Activos Básicos
1523489,8,Emergentes Premium
1523490,5,Jóvenes Activos Básicos
1523492,7,Valor Medio-Alto
1523493,8,Emergentes Premium
1523494,7,Valor Medio-Alto
1523495,4,Alto Valor Principal
1523496,3,Profesionales Dormidos
1523498,8,Emergentes Premium
1523500,3,Profesionales Dormidos
1523502,7,Valor Medio-Alto
1523504,4,Alto Valor Principal
1523505,8,Emergentes Premium
1523506,7,Valor Medio-Alto
1523508,4,Alto Valor Principal
1523510,7,Valor Medio-Alto
1523511,4,Alto Valor Principal
1523512,4,Alto Valor Principal
1523513,7,Valor Medio-Alto
1523517,7,Valor Medio-Alto
1523518,3,Profesionales Dormidos
1523519,4,Alto Valor Principal
1523520,7,Valor Medio-Alto
1523521,7,Valor Medio-Alto
1523523,4,Alto Valor Principal
1523524,7,Valor Medio-Alto
1523526,7,Valor Medio-Alto
1523527,4,Alto Valor Principal
1523529,4,Alto Valor Principal
1523533,4,Alto Valor Principal
1523534,7,Valor Medio-Alto
1523535,4,Alto Valor Principal
1523536,7,Valor Medio-Alto
1523537,7,Valor Medio-Alto
1523538,7,Valor Medio-Alto
1523539,7,Valor Medio-Alto
1523541,7,Valor Medio-Alto
1523542,4,Alto Valor Principal
1523543,4,Alto Valor Principal
1523544,7,Valor Medio-Alto
1523545,4,Alto Valor Principal
1523546,3,Profesionales Dormidos
1523547,4,Alto Valor Principal
1523548,4,Alto Valor Principal
1523549,4,Alto Valor Principal
1523551,4,Alto Valor Principal
1523552,7,Valor Medio-Alto
1523553,7,Valor Medio-Alto
1523555,8,Emergentes Premium
1523556,7,Valor Medio-Alto
1523557,3,Profesionales Dormidos
1523558,7,Valor Medio-Alto
1523559,4,Alto Valor Principal
1523561,4,Alto Valor Principal
1523563,4,Alto Valor Principal
1523564,4,Alto Valor Principal
1523565,7,Valor Medio-Alto
1523567,3,Profesionales Dormidos
1523568,4,Alto Valor Principal
1523569,7,Valor Medio-Alto
1523570,7,Valor Medio-Alto
1523571,4,Alto Valor Principal
1523572,4,Alto Valor Principal
1523573,4,Alto Valor Principal
1523574,5,Jóvenes Activos Básicos
1523575,4,Alto Valor Principal
1523576,3,Profesionales Dormidos
1523578,8,Emergentes Premium
1523579,7,Valor Medio-Alto
1523581,4,Alto Valor Principal
1523584,8,Emergentes Premium
1523585,4,Alto Valor Principal
1523587,4,Alto Valor Principal
1523590,7,Valor Medio-Alto
1523592,3,Profesionales Dormidos
1523594,4,Alto Valor Principal
1523595,4,Alto Valor Principal
1523598,3,Profesionales Dormidos
1523599,7,Valor Medio-Alto
1523600,4,Alto Valor Principal
1523601,4,Alto Valor Principal
1523603,3,Profesionales Dormidos
1523604,3,Profesionales Dormidos
1523609,4,Alto Valor Principal
1523611,7,Valor Medio-Alto
1523613,4,Alto Valor Principal
1523614,4,Alto Valor Principal
1523615,5,Jóvenes Activos Básicos
1523616,3,Profesionales Dormidos
1523617,7,Valor Medio-Alto
1523618,7,Valor Medio-Alto
1523619,4,Alto Valor Principal
1523620,7,Valor Medio-Alto
1523621,7,Valor Medio-Alto
1523622,3,Profesionales Dormidos
1523623,4,Alto Valor Principal
1523624,7,Valor Medio-Alto
1523625,4,Alto Valor Principal
1523626,8,Emergentes Premium
1523627,4,Alto Valor Principal
1523628,7,Valor Medio-Alto
1523629,7,Valor Medio-Alto
1523630,3,Profesionales Dormidos
1523632,3,Profesionales Dormidos
1523633,7,Valor Medio-Alto
1523634,8,Emergentes Premium
1523638,4,Alto Valor Principal
1523639,6,Alto Potencial Virgen
1523640,3,Profesionales Dormidos
1523643,4,Alto Valor Principal
1523645,4,Alto Valor Principal
1523646,7,Valor Medio-Alto
1523647,7,Valor Medio-Alto
1523649,4,Alto Valor Principal
1523650,7,Valor Medio-Alto
1523652,7,Valor Medio-Alto
1523655,3,Profesionales Dormidos
1523656,4,Alto Valor Principal
1523657,4,Alto Valor Principal
1523658,3,Profesionales Dormidos
1523660,4,Alto Valor Principal
1523664,8,Emergentes Premium
1523665,7,Valor Medio-Alto
1523666,4,Alto Valor Principal
1523667,4,Alto Valor Principal
1523668,7,Valor Medio-Alto
1523670,4,Alto Valor Principal
1523672,4,Alto Valor Principal
1523673,8,Emergentes Premium
1523675,8,Emergentes Premium
1523676,7,Valor Medio-Alto
1523677,3,Profesionales Dormidos
1523678,3,Profesionales Dormidos
1523679,7,Valor Medio-Alto
1523680,3,Profesionales Dormidos
1523681,8,Emergentes Premium
1523683,7,Valor Medio-Alto
1523684,3,Profesionales Dormidos
1523685,4,Alto Valor Principal
1523687,7,Valor Medio-Alto
1523688,3,Profesionales Dormidos
1523690,5,Jóvenes Activos Básicos
1523691,7,Valor Medio-Alto
1523692,7,Valor Medio-Alto
1523693,4,Alto Valor Principal
1523695,7,Valor Medio-Alto
1523696,4,Alto Valor Principal
1523697,4,Alto Valor Principal
1523698,4,Alto Valor Principal
1523699,7,Valor Medio-Alto
1523700,4,Alto Valor Principal
1523701,8,Emergentes Premium
1523702,3,Profesionales Dormidos
1523703,7,Valor Medio-Alto
1523704,4,Alto Valor Principal
1523707,4,Alto Valor Principal
1523708,7,Valor Medio-Alto
1523709,3,Profesionales Dormidos
1523711,7,Valor Medio-Alto
1523712,3,Profesionales Dormidos
1523713,1,Universitarios Estándar
1523715,7,Valor Medio-Alto
1523716,4,Alto Valor Principal
1523717,7,Valor Medio-Alto
152372,7,Valor Medio-Alto
1523723,4,Alto Valor Principal
1523724,4,Alto Valor Principal
1523725,7,Valor Medio-Alto
1523726,4,Alto Valor Principal
1523727,3,Profesionales Dormidos
1523732,4,Alto Valor Principal
1523733,4,Alto Valor Principal
1523734,7,Valor Medio-Alto
1523735,7,Valor Medio-Alto
1523737,7,Valor Medio-Alto
1523739,3,Profesionales Dormidos
1523741,4,Alto Valor Principal
1523742,7,Valor Medio-Alto
1523743,4,Alto Valor Principal
1523744,7,Valor Medio-Alto
1523745,3,Profesionales Dormidos
1523746,7,Valor Medio-Alto
1523748,3,Profesionales Dormidos
1523749,3,Profesionales Dormidos
1523750,4,Alto Valor Principal
1523751,4,Alto Valor Principal
1523754,3,Profesionales Dormidos
1523755,1,Universitarios Estándar
1523756,4,Alto Valor Principal
1523758,3,Profesionales Dormidos
1523759,7,Valor Medio-Alto
1523761,7,Valor Medio-Alto
1523763,4,Alto Valor Principal
1523764,7,Valor Medio-Alto
1523765,3,Profesionales Dormidos
1523766,4,Alto Valor Principal
1523767,3,Profesionales Dormidos
1523769,2,Inactivos Totales
1523771,3,Profesionales Dormidos
1523772,7,Valor Medio-Alto
1523775,1,Universitarios Estándar
1523776,7,Valor Medio-Alto
1523777,7,Valor Medio-Alto
1523778,6,Alto Potencial Virgen
1523779,4,Alto Valor Principal
1523780,3,Profesionales Dormidos
1523781,3,Profesionales Dormidos
1523782,6,Alto Potencial Virgen
1523783,3,Profesionales Dormidos
1523784,7,Valor Medio-Alto
1523785,7,Valor Medio-Alto
1523786,4,Alto Valor Principal
1523789,8,Emergentes Premium
1523790,7,Valor Medio-Alto
1523791,6,Alto Potencial Virgen
1523792,3,Profesionales Dormidos
1523793,4,Alto Valor Principal
1523795,7,Valor Medio-Alto
1523796,3,Profesionales Dormidos
1523797,3,Profesionales Dormidos
1523798,4,Alto Valor Principal
1523799,8,Emergentes Premium
1523800,1,Universitarios Estándar
1523801,5,Jóvenes Activos Básicos
1523802,7,Valor Medio-Alto
1523803,8,Emergentes Premium
1523804,7,Valor Medio-Alto
1523805,3,Profesionales Dormidos
1523806,7,Valor Medio-Alto
1523807,4,Alto Valor Principal
1523811,4,Alto Valor Principal
1523812,3,Profesionales Dormidos
1523813,4,Alto Valor Principal
1523815,3,Profesionales Dormidos
1523816,4,Alto Valor Principal
1523817,4,Alto Valor Principal
1523818,7,Valor Medio-Alto
1523819,5,Jóvenes Activos Básicos
1523820,3,Profesionales Dormidos
1523821,8,Emergentes Premium
1523822,3,Profesionales Dormidos
1523823,4,Alto Valor Principal
1523824,4,Alto Valor Principal
1523825,3,Profesionales Dormidos
1523826,4,Alto Valor Principal
1523827,3,Profesionales Dormidos
1523828,7,Valor Medio-Alto
1523829,3,Profesionales Dormidos
1523830,7,Valor Medio-Alto
1523832,3,Profesionales Dormidos
1523833,3,Profesionales Dormidos
1523834,3,Profesionales Dormidos
1523835,2,Inactivos Totales
1523836,7,Valor Medio-Alto
1523838,7,Valor Medio-Alto
1523839,7,Valor Medio-Alto
1523840,6,Alto Potencial Virgen
1523841,4,Alto Valor Principal
1523842,4,Alto Valor Principal
1523843,4,Alto Valor Principal
1523846,4,Alto Valor Principal
1523847,3,Profesionales Dormidos
1523849,3,Profesionales Dormidos
