pk_cid,cluster,cluster_name
1354387,4,Universitarios Estándar
1354388,5,Particulares Activos
1354391,1,Jóvenes Exploradores
1354392,5,Particulares Activos
1354393,6,Alto Potencial Virgen
1354394,1,Jóvenes Exploradores
1354395,1,Jóvenes Exploradores
1354396,1,Jóvenes Exploradores
1354397,1,Jóvenes Exploradores
1354398,1,Jóvenes Exploradores
1354399,1,Jóvenes Exploradores
1354400,5,Particulares Activos
1354402,2,Profesionales Dormidos
1354403,1,Jóvenes Exploradores
1354404,2,Profesionales Dormidos
1354405,6,Alto Potencial Virgen
1354406,1,Jóvenes Exploradores
1354407,1,Jóvenes Exploradores
1354408,1,Jóvenes Exploradores
1354409,1,Jóvenes Exploradores
1354410,2,Profesionales Dormidos
1354411,3,Activos Multi-producto
1354412,5,Particulares Activos
1354413,1,Jóvenes Exploradores
1354414,5,Particulares Activos
1354415,5,Particulares Activos
1354416,1,Jóvenes Exploradores
1354417,1,Jóvenes Exploradores
1354418,5,Particulares Activos
1354420,2,Profesionales Dormidos
1354421,6,Alto Potencial Virgen
1354422,1,Jóvenes Exploradores
1354423,3,Activos Multi-producto
1354425,1,Jóvenes Exploradores
1354426,1,Jóvenes Exploradores
1354429,5,Particulares Activos
1354430,1,Jóvenes Exploradores
1354432,2,Profesionales Dormidos
1354433,5,Particulares Activos
1354434,4,Universitarios Estándar
1354435,2,Profesionales Dormidos
1354437,5,Particulares Activos
1354439,2,Profesionales Dormidos
1354442,2,Profesionales Dormidos
1354443,2,Profesionales Dormidos
1354444,6,Alto Potencial Virgen
1354445,5,Particulares Activos
1354446,2,Profesionales Dormidos
1354447,5,Particulares Activos
1354449,2,Profesionales Dormidos
1354450,1,Jóvenes Exploradores
1354451,5,Particulares Activos
1354452,2,Profesionales Dormidos
1354453,6,Alto Potencial Virgen
1354455,2,Profesionales Dormidos
1354457,2,Profesionales Dormidos
1354458,5,Particulares Activos
1354459,5,Particulares Activos
1354460,3,Activos Multi-producto
1354462,1,Jóvenes Exploradores
1354464,5,Particulares Activos
1354466,5,Particulares Activos
1354467,2,Profesionales Dormidos
1354468,5,Particulares Activos
1354469,1,Jóvenes Exploradores
1354470,2,Profesionales Dormidos
1354471,1,Jóvenes Exploradores
1354472,2,Profesionales Dormidos
1354473,5,Particulares Activos
1354474,5,Particulares Activos
1354476,2,Profesionales Dormidos
1354477,2,Profesionales Dormidos
1354478,1,Jóvenes Exploradores
1354479,2,Profesionales Dormidos
1354482,1,Jóvenes Exploradores
1354483,1,Jóvenes Exploradores
1354484,3,Activos Multi-producto
1354485,6,Alto Potencial Virgen
1354486,1,Jóvenes Exploradores
1354487,1,Jóvenes Exploradores
1354488,6,Alto Potencial Virgen
1354489,1,Jóvenes Exploradores
1354490,1,Jóvenes Exploradores
1354491,1,Jóvenes Exploradores
1354492,1,Jóvenes Exploradores
1354493,4,Universitarios Estándar
1354494,1,Jóvenes Exploradores
1354495,6,Alto Potencial Virgen
1354496,1,Jóvenes Exploradores
1354497,3,Activos Multi-producto
1354498,6,Alto Potencial Virgen
1354499,5,Particulares Activos
1354500,3,Activos Multi-producto
1354501,6,Alto Potencial Virgen
1354502,6,Alto Potencial Virgen
1354503,1,Jóvenes Exploradores
1354504,6,Alto Potencial Virgen
1354505,6,Alto Potencial Virgen
1354506,6,Alto Potencial Virgen
1354507,1,Jóvenes Exploradores
1354508,6,Alto Potencial Virgen
1354509,6,Alto Potencial Virgen
1354510,5,Particulares Activos
1354511,1,Jóvenes Exploradores
1354512,1,Jóvenes Exploradores
1354513,4,Universitarios Estándar
1354514,1,Jóvenes Exploradores
1354515,5,Particulares Activos
1354517,4,Universitarios Estándar
1354518,6,Alto Potencial Virgen
1354519,1,Jóvenes Exploradores
1354520,5,Particulares Activos
1354522,4,Universitarios Estándar
1354523,1,Jóvenes Exploradores
1354524,1,Jóvenes Exploradores
1354525,6,Alto Potencial Virgen
1354526,1,Jóvenes Exploradores
1354527,6,Alto Potencial Virgen
1354528,3,Activos Multi-producto
1354529,1,Jóvenes Exploradores
1354530,1,Jóvenes Exploradores
1354531,6,Alto Potencial Virgen
1354532,6,Alto Potencial Virgen
1354533,6,Alto Potencial Virgen
1354534,3,Activos Multi-producto
1354535,6,Alto Potencial Virgen
1354536,6,Alto Potencial Virgen
1354537,6,Alto Potencial Virgen
1354538,2,Profesionales Dormidos
1354539,6,Alto Potencial Virgen
1354540,6,Alto Potencial Virgen
1354541,1,Jóvenes Exploradores
1354542,1,Jóvenes Exploradores
1354543,1,Jóvenes Exploradores
1354544,6,Alto Potencial Virgen
1354545,1,Jóvenes Exploradores
1354546,1,Jóvenes Exploradores
1354547,4,Universitarios Estándar
1354548,6,Alto Potencial Virgen
1354549,6,Alto Potencial Virgen
1354551,6,Alto Potencial Virgen
1354552,6,Alto Potencial Virgen
1354553,6,Alto Potencial Virgen
1354554,6,Alto Potencial Virgen
1354555,1,Jóvenes Exploradores
1354556,1,Jóvenes Exploradores
1354557,6,Alto Potencial Virgen
1354558,3,Activos Multi-producto
1354559,1,Jóvenes Exploradores
1354560,6,Alto Potencial Virgen
1354561,4,Universitarios Estándar
1354562,1,Jóvenes Exploradores
1354563,1,Jóvenes Exploradores
1354564,1,Jóvenes Exploradores
1354565,6,Alto Potencial Virgen
1354566,2,Profesionales Dormidos
1354567,6,Alto Potencial Virgen
1354568,1,Jóvenes Exploradores
1354569,6,Alto Potencial Virgen
1354570,2,Profesionales Dormidos
1354571,4,Universitarios Estándar
1354572,1,Jóvenes Exploradores
1354573,1,Jóvenes Exploradores
1354574,6,Alto Potencial Virgen
1354576,3,Activos Multi-producto
1354577,1,Jóvenes Exploradores
1354578,1,Jóvenes Exploradores
1354579,1,Jóvenes Exploradores
1354580,3,Activos Multi-producto
1354581,1,Jóvenes Exploradores
1354582,6,Alto Potencial Virgen
1354583,4,Universitarios Estándar
1354584,1,Jóvenes Exploradores
1354585,4,Universitarios Estándar
1354586,3,Activos Multi-producto
1354587,3,Activos Multi-producto
1354588,6,Alto Potencial Virgen
1354589,1,Jóvenes Exploradores
1354590,1,Jóvenes Exploradores
1354591,1,Jóvenes Exploradores
1354592,6,Alto Potencial Virgen
1354593,1,Jóvenes Exploradores
1354594,3,Activos Multi-producto
1354595,1,Jóvenes Exploradores
1354596,6,Alto Potencial Virgen
1354597,1,Jóvenes Exploradores
1354598,1,Jóvenes Exploradores
1354599,6,Alto Potencial Virgen
1354601,2,Profesionales Dormidos
1354602,3,Activos Multi-producto
1354603,3,Activos Multi-producto
1354604,1,Jóvenes Exploradores
1354605,1,Jóvenes Exploradores
1354606,1,Jóvenes Exploradores
1354607,4,Universitarios Estándar
1354608,5,Particulares Activos
1354609,6,Alto Potencial Virgen
1354610,6,Alto Potencial Virgen
1354611,1,Jóvenes Exploradores
1354612,6,Alto Potencial Virgen
1354613,3,Activos Multi-producto
1354615,2,Profesionales Dormidos
1354616,1,Jóvenes Exploradores
1354617,1,Jóvenes Exploradores
1354618,1,Jóvenes Exploradores
1354619,2,Profesionales Dormidos
1354620,1,Jóvenes Exploradores
1354621,4,Universitarios Estándar
1354622,3,Activos Multi-producto
1354623,1,Jóvenes Exploradores
1354624,1,Jóvenes Exploradores
1354625,6,Alto Potencial Virgen
1354626,1,Jóvenes Exploradores
1354627,6,Alto Potencial Virgen
1354628,3,Activos Multi-producto
1354630,4,Universitarios Estándar
1354631,1,Jóvenes Exploradores
1354632,3,Activos Multi-producto
1354633,5,Particulares Activos
1354634,3,Activos Multi-producto
1354635,1,Jóvenes Exploradores
1354636,3,Activos Multi-producto
1354637,1,Jóvenes Exploradores
1354638,3,Activos Multi-producto
1354639,1,Jóvenes Exploradores
1354640,1,Jóvenes Exploradores
1354641,1,Jóvenes Exploradores
1354642,6,Alto Potencial Virgen
1354643,6,Alto Potencial Virgen
1354644,1,Jóvenes Exploradores
1354645,4,Universitarios Estándar
1354646,1,Jóvenes Exploradores
1354647,1,Jóvenes Exploradores
1354648,1,Jóvenes Exploradores
1354649,1,Jóvenes Exploradores
1354650,3,Activos Multi-producto
1354651,1,Jóvenes Exploradores
1354652,1,Jóvenes Exploradores
1354653,6,Alto Potencial Virgen
1354654,1,Jóvenes Exploradores
1354656,1,Jóvenes Exploradores
1354657,1,Jóvenes Exploradores
1354658,4,Universitarios Estándar
1354659,1,Jóvenes Exploradores
1354660,1,Jóvenes Exploradores
1354661,1,Jóvenes Exploradores
1354662,1,Jóvenes Exploradores
1354663,1,Jóvenes Exploradores
1354664,1,Jóvenes Exploradores
1354665,1,Jóvenes Exploradores
1354666,4,Universitarios Estándar
1354667,1,Jóvenes Exploradores
1354668,1,Jóvenes Exploradores
1354669,4,Universitarios Estándar
1354670,4,Universitarios Estándar
1354671,6,Alto Potencial Virgen
1354672,4,Universitarios Estándar
1354673,1,Jóvenes Exploradores
1354674,1,Jóvenes Exploradores
1354675,3,Activos Multi-producto
1354676,1,Jóvenes Exploradores
1354677,1,Jóvenes Exploradores
1354678,1,Jóvenes Exploradores
1354679,4,Universitarios Estándar
1354680,3,Activos Multi-producto
1354681,1,Jóvenes Exploradores
1354682,3,Activos Multi-producto
1354683,6,Alto Potencial Virgen
1354684,1,Jóvenes Exploradores
1354685,1,Jóvenes Exploradores
1354686,1,Jóvenes Exploradores
1354687,4,Universitarios Estándar
1354688,1,Jóvenes Exploradores
1354689,3,Activos Multi-producto
1354691,2,Profesionales Dormidos
1354692,1,Jóvenes Exploradores
1354693,2,Profesionales Dormidos
1354694,4,Universitarios Estándar
1354695,6,Alto Potencial Virgen
1354696,1,Jóvenes Exploradores
1354697,6,Alto Potencial Virgen
1354698,6,Alto Potencial Virgen
1354699,1,Jóvenes Exploradores
1354700,4,Universitarios Estándar
1354701,5,Particulares Activos
1354702,6,Alto Potencial Virgen
1354703,6,Alto Potencial Virgen
1354706,1,Jóvenes Exploradores
1354707,6,Alto Potencial Virgen
1354708,6,Alto Potencial Virgen
1354709,6,Alto Potencial Virgen
1354710,6,Alto Potencial Virgen
1354711,2,Profesionales Dormidos
1354712,1,Jóvenes Exploradores
1354713,1,Jóvenes Exploradores
1354714,2,Profesionales Dormidos
1354715,6,Alto Potencial Virgen
1354716,6,Alto Potencial Virgen
1354717,4,Universitarios Estándar
1354718,6,Alto Potencial Virgen
1354719,6,Alto Potencial Virgen
1354720,6,Alto Potencial Virgen
1354721,6,Alto Potencial Virgen
1354722,1,Jóvenes Exploradores
1354723,1,Jóvenes Exploradores
1354724,3,Activos Multi-producto
1354725,6,Alto Potencial Virgen
1354728,6,Alto Potencial Virgen
1354729,6,Alto Potencial Virgen
1354730,6,Alto Potencial Virgen
1354731,6,Alto Potencial Virgen
1354732,1,Jóvenes Exploradores
1354733,6,Alto Potencial Virgen
1354735,6,Alto Potencial Virgen
1354736,5,Particulares Activos
1354738,2,Profesionales Dormidos
1354739,1,Jóvenes Exploradores
1354740,6,Alto Potencial Virgen
1354741,6,Alto Potencial Virgen
1354742,4,Universitarios Estándar
1354743,1,Jóvenes Exploradores
1354744,1,Jóvenes Exploradores
1354745,5,Particulares Activos
1354746,5,Particulares Activos
1354747,1,Jóvenes Exploradores
1354748,2,Profesionales Dormidos
1354749,5,Particulares Activos
1354750,1,Jóvenes Exploradores
1354751,6,Alto Potencial Virgen
1354752,1,Jóvenes Exploradores
1354753,3,Activos Multi-producto
1354754,6,Alto Potencial Virgen
1354755,2,Profesionales Dormidos
1354756,3,Activos Multi-producto
1354757,1,Jóvenes Exploradores
1354758,6,Alto Potencial Virgen
1354759,3,Activos Multi-producto
1354760,6,Alto Potencial Virgen
1354761,4,Universitarios Estándar
1354762,1,Jóvenes Exploradores
1354763,4,Universitarios Estándar
1354764,2,Profesionales Dormidos
1354765,2,Profesionales Dormidos
1354766,1,Jóvenes Exploradores
1354767,6,Alto Potencial Virgen
1354768,6,Alto Potencial Virgen
1354769,1,Jóvenes Exploradores
1354770,6,Alto Potencial Virgen
1354771,6,Alto Potencial Virgen
1354772,1,Jóvenes Exploradores
1354773,1,Jóvenes Exploradores
1354774,1,Jóvenes Exploradores
1354775,6,Alto Potencial Virgen
1354777,6,Alto Potencial Virgen
1354778,1,Jóvenes Exploradores
1354779,5,Particulares Activos
1354781,6,Alto Potencial Virgen
1354782,1,Jóvenes Exploradores
1354784,1,Jóvenes Exploradores
1354785,6,Alto Potencial Virgen
1354786,6,Alto Potencial Virgen
1354787,1,Jóvenes Exploradores
1354788,1,Jóvenes Exploradores
1354789,2,Profesionales Dormidos
1354790,6,Alto Potencial Virgen
1354791,6,Alto Potencial Virgen
1354792,2,Profesionales Dormidos
1354793,1,Jóvenes Exploradores
1354794,3,Activos Multi-producto
1354795,5,Particulares Activos
1354796,1,Jóvenes Exploradores
1354798,2,Profesionales Dormidos
1354799,1,Jóvenes Exploradores
1354800,1,Jóvenes Exploradores
1354801,3,Activos Multi-producto
1354802,6,Alto Potencial Virgen
1354803,1,Jóvenes Exploradores
1354804,2,Profesionales Dormidos
1354805,6,Alto Potencial Virgen
1354806,2,Profesionales Dormidos
1354807,1,Jóvenes Exploradores
1354808,3,Activos Multi-producto
1354809,6,Alto Potencial Virgen
1354810,1,Jóvenes Exploradores
1354811,1,Jóvenes Exploradores
1354812,6,Alto Potencial Virgen
1354813,3,Activos Multi-producto
1354814,1,Jóvenes Exploradores
1354815,1,Jóvenes Exploradores
1354816,1,Jóvenes Exploradores
1354817,3,Activos Multi-producto
1354818,2,Profesionales Dormidos
1354819,2,Profesionales Dormidos
1354820,1,Jóvenes Exploradores
1354821,5,Particulares Activos
1354822,6,Alto Potencial Virgen
1354823,6,Alto Potencial Virgen
1354824,6,Alto Potencial Virgen
1354825,6,Alto Potencial Virgen
1354826,1,Jóvenes Exploradores
1354827,1,Jóvenes Exploradores
1354828,3,Activos Multi-producto
1354829,6,Alto Potencial Virgen
1354830,6,Alto Potencial Virgen
1354832,2,Profesionales Dormidos
1354833,1,Jóvenes Exploradores
1354834,2,Profesionales Dormidos
1354836,3,Activos Multi-producto
1354837,1,Jóvenes Exploradores
1354838,6,Alto Potencial Virgen
1354839,2,Profesionales Dormidos
1354840,6,Alto Potencial Virgen
1354841,1,Jóvenes Exploradores
1354842,1,Jóvenes Exploradores
1354843,3,Activos Multi-producto
1354844,1,Jóvenes Exploradores
1354845,1,Jóvenes Exploradores
1354846,2,Profesionales Dormidos
1354847,1,Jóvenes Exploradores
1354849,1,Jóvenes Exploradores
1354850,1,Jóvenes Exploradores
1354851,2,Profesionales Dormidos
1354853,5,Particulares Activos
1354854,1,Jóvenes Exploradores
1354855,6,Alto Potencial Virgen
1354856,1,Jóvenes Exploradores
1354858,1,Jóvenes Exploradores
1354859,1,Jóvenes Exploradores
1354860,1,Jóvenes Exploradores
1354862,5,Particulares Activos
1354863,1,Jóvenes Exploradores
1354864,1,Jóvenes Exploradores
1354865,1,Jóvenes Exploradores
1354866,6,Alto Potencial Virgen
1354867,3,Activos Multi-producto
1354868,1,Jóvenes Exploradores
1354869,5,Particulares Activos
1354871,6,Alto Potencial Virgen
1354872,2,Profesionales Dormidos
1354874,6,Alto Potencial Virgen
1354875,6,Alto Potencial Virgen
1354876,6,Alto Potencial Virgen
1354878,4,Universitarios Estándar
1354879,1,Jóvenes Exploradores
1354880,5,Particulares Activos
1354881,3,Activos Multi-producto
1354883,4,Universitarios Estándar
1354885,6,Alto Potencial Virgen
1354886,2,Profesionales Dormidos
1354887,4,Universitarios Estándar
1354888,4,Universitarios Estándar
1354889,1,Jóvenes Exploradores
1354890,5,Particulares Activos
1354892,1,Jóvenes Exploradores
1354893,3,Activos Multi-producto
1354894,4,Universitarios Estándar
1354895,3,Activos Multi-producto
1354897,1,Jóvenes Exploradores
1354898,4,Universitarios Estándar
1354899,4,Universitarios Estándar
1354900,2,Profesionales Dormidos
1354901,6,Alto Potencial Virgen
1354902,1,Jóvenes Exploradores
1354903,6,Alto Potencial Virgen
1354904,1,Jóvenes Exploradores
1354905,1,Jóvenes Exploradores
1354906,3,Activos Multi-producto
1354907,1,Jóvenes Exploradores
1354908,4,Universitarios Estándar
1354909,1,Jóvenes Exploradores
1354910,6,Alto Potencial Virgen
1354911,3,Activos Multi-producto
1354912,1,Jóvenes Exploradores
1354913,4,Universitarios Estándar
1354914,3,Activos Multi-producto
1354915,1,Jóvenes Exploradores
1354916,5,Particulares Activos
1354917,1,Jóvenes Exploradores
1354918,6,Alto Potencial Virgen
1354919,5,Particulares Activos
1354920,5,Particulares Activos
1354921,1,Jóvenes Exploradores
1354922,1,Jóvenes Exploradores
1354923,4,Universitarios Estándar
1354924,5,Particulares Activos
1354925,1,Jóvenes Exploradores
1354926,1,Jóvenes Exploradores
1354927,2,Profesionales Dormidos
1354929,4,Universitarios Estándar
1354931,1,Jóvenes Exploradores
1354932,1,Jóvenes Exploradores
1354933,1,Jóvenes Exploradores
1354934,5,Particulares Activos
1354935,4,Universitarios Estándar
1354936,4,Universitarios Estándar
1354937,3,Activos Multi-producto
1354939,1,Jóvenes Exploradores
1354940,4,Universitarios Estándar
1354942,1,Jóvenes Exploradores
1354943,4,Universitarios Estándar
1354944,1,Jóvenes Exploradores
1354945,6,Alto Potencial Virgen
1354946,5,Particulares Activos
1354947,4,Universitarios Estándar
1354948,6,Alto Potencial Virgen
1354949,4,Universitarios Estándar
1354950,4,Universitarios Estándar
1354951,2,Profesionales Dormidos
1354952,2,Profesionales Dormidos
1354954,1,Jóvenes Exploradores
1354955,4,Universitarios Estándar
1354956,5,Particulares Activos
1354957,5,Particulares Activos
1354958,1,Jóvenes Exploradores
1354959,4,Universitarios Estándar
1354960,1,Jóvenes Exploradores
1354961,4,Universitarios Estándar
1354962,1,Jóvenes Exploradores
1354963,2,Profesionales Dormidos
1354964,5,Particulares Activos
1354965,4,Universitarios Estándar
1354966,1,Jóvenes Exploradores
1354967,6,Alto Potencial Virgen
1354968,4,Universitarios Estándar
1354969,6,Alto Potencial Virgen
1354970,1,Jóvenes Exploradores
1354971,4,Universitarios Estándar
1354972,1,Jóvenes Exploradores
1354973,4,Universitarios Estándar
1354974,5,Particulares Activos
1354976,6,Alto Potencial Virgen
1354977,1,Jóvenes Exploradores
1354978,6,Alto Potencial Virgen
1354979,4,Universitarios Estándar
1354980,6,Alto Potencial Virgen
1354981,2,Profesionales Dormidos
1354982,2,Profesionales Dormidos
1354983,3,Activos Multi-producto
1354984,6,Alto Potencial Virgen
1354985,6,Alto Potencial Virgen
1354986,4,Universitarios Estándar
1354987,6,Alto Potencial Virgen
1354988,6,Alto Potencial Virgen
1354989,6,Alto Potencial Virgen
1354990,4,Universitarios Estándar
1354991,2,Profesionales Dormidos
1354992,1,Jóvenes Exploradores
1354993,1,Jóvenes Exploradores
1354994,6,Alto Potencial Virgen
1354995,6,Alto Potencial Virgen
1354996,4,Universitarios Estándar
1354997,6,Alto Potencial Virgen
1354998,1,Jóvenes Exploradores
1354999,6,Alto Potencial Virgen
1355000,2,Profesionales Dormidos
1355001,6,Alto Potencial Virgen
1355002,6,Alto Potencial Virgen
1355003,6,Alto Potencial Virgen
1355004,4,Universitarios Estándar
1355005,6,Alto Potencial Virgen
1355006,5,Particulares Activos
1355007,6,Alto Potencial Virgen
1355008,6,Alto Potencial Virgen
1355009,6,Alto Potencial Virgen
1355010,6,Alto Potencial Virgen
1355011,1,Jóvenes Exploradores
1355012,6,Alto Potencial Virgen
1355013,1,Jóvenes Exploradores
1355014,6,Alto Potencial Virgen
1355015,2,Profesionales Dormidos
1355016,6,Alto Potencial Virgen
1355017,6,Alto Potencial Virgen
1355018,5,Particulares Activos
1355019,4,Universitarios Estándar
1355021,2,Profesionales Dormidos
1355022,5,Particulares Activos
1355023,6,Alto Potencial Virgen
1355024,5,Particulares Activos
1355025,2,Profesionales Dormidos
1355026,3,Activos Multi-producto
1355027,5,Particulares Activos
1355028,5,Particulares Activos
1355031,2,Profesionales Dormidos
1355033,2,Profesionales Dormidos
1355034,2,Profesionales Dormidos
1355035,5,Particulares Activos
1355037,1,Jóvenes Exploradores
1355039,2,Profesionales Dormidos
1355042,5,Particulares Activos
1355046,5,Particulares Activos
1355047,5,Particulares Activos
1355049,6,Alto Potencial Virgen
1355050,6,Alto Potencial Virgen
1355051,6,Alto Potencial Virgen
1355052,5,Particulares Activos
1355053,6,Alto Potencial Virgen
1355055,1,Jóvenes Exploradores
1355056,6,Alto Potencial Virgen
1355057,1,Jóvenes Exploradores
1355058,1,Jóvenes Exploradores
1355059,1,Jóvenes Exploradores
1355060,1,Jóvenes Exploradores
1355061,1,Jóvenes Exploradores
1355062,6,Alto Potencial Virgen
1355063,6,Alto Potencial Virgen
1355064,1,Jóvenes Exploradores
1355065,5,Particulares Activos
1355066,6,Alto Potencial Virgen
1355067,2,Profesionales Dormidos
1355068,1,Jóvenes Exploradores
1355069,4,Universitarios Estándar
1355070,4,Universitarios Estándar
1355071,2,Profesionales Dormidos
1355072,5,Particulares Activos
1355073,1,Jóvenes Exploradores
1355074,1,Jóvenes Exploradores
1355075,4,Universitarios Estándar
1355076,4,Universitarios Estándar
1355077,1,Jóvenes Exploradores
1355078,5,Particulares Activos
1355079,4,Universitarios Estándar
1355080,2,Profesionales Dormidos
1355081,4,Universitarios Estándar
1355082,4,Universitarios Estándar
1355083,1,Jóvenes Exploradores
1355084,1,Jóvenes Exploradores
1355085,4,Universitarios Estándar
1355087,1,Jóvenes Exploradores
1355088,1,Jóvenes Exploradores
1355089,6,Alto Potencial Virgen
1355090,1,Jóvenes Exploradores
1355091,6,Alto Potencial Virgen
1355092,5,Particulares Activos
1355093,1,Jóvenes Exploradores
1355094,1,Jóvenes Exploradores
1355095,6,Alto Potencial Virgen
1355096,1,Jóvenes Exploradores
1355097,6,Alto Potencial Virgen
1355098,1,Jóvenes Exploradores
1355099,6,Alto Potencial Virgen
1355100,1,Jóvenes Exploradores
1355101,6,Alto Potencial Virgen
1355102,1,Jóvenes Exploradores
1355103,1,Jóvenes Exploradores
1355104,1,Jóvenes Exploradores
1355105,6,Alto Potencial Virgen
1355106,1,Jóvenes Exploradores
1355107,5,Particulares Activos
1355108,5,Particulares Activos
1355110,6,Alto Potencial Virgen
1355111,5,Particulares Activos
1355113,3,Activos Multi-producto
1355114,2,Profesionales Dormidos
1355115,5,Particulares Activos
1355119,2,Profesionales Dormidos
1355121,5,Particulares Activos
1355122,5,Particulares Activos
1355123,5,Particulares Activos
1355126,2,Profesionales Dormidos
1355128,2,Profesionales Dormidos
1355129,2,Profesionales Dormidos
1355132,5,Particulares Activos
1355134,3,Activos Multi-producto
1355135,2,Profesionales Dormidos
1355136,2,Profesionales Dormidos
1355137,2,Profesionales Dormidos
1355138,5,Particulares Activos
1355139,2,Profesionales Dormidos
1355142,2,Profesionales Dormidos
1355143,2,Profesionales Dormidos
1355144,3,Activos Multi-producto
1355145,5,Particulares Activos
1355147,2,Profesionales Dormidos
1355148,3,Activos Multi-producto
1355149,6,Alto Potencial Virgen
1355150,5,Particulares Activos
1355152,2,Profesionales Dormidos
1355153,3,Activos Multi-producto
1355154,2,Profesionales Dormidos
1355156,2,Profesionales Dormidos
1355157,5,Particulares Activos
1355158,1,Jóvenes Exploradores
1355159,5,Particulares Activos
1355160,2,Profesionales Dormidos
1355161,2,Profesionales Dormidos
1355162,2,Profesionales Dormidos
1355163,1,Jóvenes Exploradores
1355164,5,Particulares Activos
1355166,5,Particulares Activos
1355167,3,Activos Multi-producto
1355168,2,Profesionales Dormidos
1355169,2,Profesionales Dormidos
1355170,2,Profesionales Dormidos
1355171,2,Profesionales Dormidos
1355174,2,Profesionales Dormidos
1355175,2,Profesionales Dormidos
1355176,5,Particulares Activos
1355177,3,Activos Multi-producto
1355179,5,Particulares Activos
1355180,5,Particulares Activos
1355181,5,Particulares Activos
1355182,2,Profesionales Dormidos
1355183,5,Particulares Activos
1355184,5,Particulares Activos
1355186,5,Particulares Activos
1355187,2,Profesionales Dormidos
1355188,2,Profesionales Dormidos
1355190,5,Particulares Activos
1355191,5,Particulares Activos
1355193,2,Profesionales Dormidos
1355194,5,Particulares Activos
1355196,4,Universitarios Estándar
1355197,2,Profesionales Dormidos
1355199,5,Particulares Activos
1355200,2,Profesionales Dormidos
1355201,5,Particulares Activos
1355202,3,Activos Multi-producto
1355203,5,Particulares Activos
1355204,5,Particulares Activos
1355205,2,Profesionales Dormidos
1355206,2,Profesionales Dormidos
1355207,5,Particulares Activos
1355208,5,Particulares Activos
1355209,5,Particulares Activos
1355210,5,Particulares Activos
1355211,2,Profesionales Dormidos
1355215,2,Profesionales Dormidos
1355216,5,Particulares Activos
1355217,6,Alto Potencial Virgen
1355218,5,Particulares Activos
1355219,2,Profesionales Dormidos
1355221,5,Particulares Activos
1355224,5,Particulares Activos
1355225,2,Profesionales Dormidos
1355230,2,Profesionales Dormidos
1355231,3,Activos Multi-producto
1355232,5,Particulares Activos
1355234,2,Profesionales Dormidos
1355235,5,Particulares Activos
1355236,2,Profesionales Dormidos
1355238,1,Jóvenes Exploradores
1355240,2,Profesionales Dormidos
1355242,5,Particulares Activos
1355244,2,Profesionales Dormidos
1355245,5,Particulares Activos
1355247,5,Particulares Activos
1355248,2,Profesionales Dormidos
1355249,2,Profesionales Dormidos
1355250,5,Particulares Activos
1355252,5,Particulares Activos
1355254,5,Particulares Activos
1355255,1,Jóvenes Exploradores
1355256,5,Particulares Activos
1355258,2,Profesionales Dormidos
1355259,2,Profesionales Dormidos
1355261,2,Profesionales Dormidos
1355262,5,Particulares Activos
1355264,2,Profesionales Dormidos
1355265,5,Particulares Activos
1355266,5,Particulares Activos
1355267,2,Profesionales Dormidos
1355268,5,Particulares Activos
1355270,5,Particulares Activos
1355272,2,Profesionales Dormidos
1355273,1,Jóvenes Exploradores
1355274,2,Profesionales Dormidos
1355275,5,Particulares Activos
1355276,2,Profesionales Dormidos
1355277,5,Particulares Activos
1355278,5,Particulares Activos
1355279,5,Particulares Activos
1355280,2,Profesionales Dormidos
1355282,2,Profesionales Dormidos
1355283,5,Particulares Activos
1355284,5,Particulares Activos
1355285,2,Profesionales Dormidos
1355287,2,Profesionales Dormidos
1355288,5,Particulares Activos
1355290,2,Profesionales Dormidos
1355291,5,Particulares Activos
1355292,5,Particulares Activos
1355293,5,Particulares Activos
1355295,5,Particulares Activos
1355296,5,Particulares Activos
1355297,1,Jóvenes Exploradores
1355299,4,Universitarios Estándar
1355303,2,Profesionales Dormidos
1355304,5,Particulares Activos
1355305,2,Profesionales Dormidos
1355306,2,Profesionales Dormidos
1355307,5,Particulares Activos
1355308,2,Profesionales Dormidos
1355310,5,Particulares Activos
1355315,1,Jóvenes Exploradores
1355316,2,Profesionales Dormidos
1355317,5,Particulares Activos
1355318,5,Particulares Activos
1355319,2,Profesionales Dormidos
1355320,4,Universitarios Estándar
1355321,2,Profesionales Dormidos
1355323,5,Particulares Activos
1355326,4,Universitarios Estándar
1355327,1,Jóvenes Exploradores
1355328,4,Universitarios Estándar
1355329,4,Universitarios Estándar
1355330,3,Activos Multi-producto
1355331,1,Jóvenes Exploradores
1355332,4,Universitarios Estándar
1355333,4,Universitarios Estándar
1355334,3,Activos Multi-producto
1355335,3,Activos Multi-producto
1355336,6,Alto Potencial Virgen
1355337,4,Universitarios Estándar
1355338,1,Jóvenes Exploradores
1355339,3,Activos Multi-producto
1355340,1,Jóvenes Exploradores
1355342,4,Universitarios Estándar
1355343,4,Universitarios Estándar
1355344,2,Profesionales Dormidos
1355345,4,Universitarios Estándar
1355346,6,Alto Potencial Virgen
1355347,3,Activos Multi-producto
1355348,4,Universitarios Estándar
1355349,4,Universitarios Estándar
1355350,6,Alto Potencial Virgen
1355351,3,Activos Multi-producto
1355353,4,Universitarios Estándar
1355354,6,Alto Potencial Virgen
1355355,1,Jóvenes Exploradores
1355356,3,Activos Multi-producto
